FxCycle,H3K9ac,Caspase3,H3K14ac,phH3_S10,PAX6,H3K27ac,H3K4me3,Total H3,clusterid
4.3983,5.3397,-0.61955,0.79749,0.64118,3.205,4.0091,5.3676,1.8203,NPC/G2/H3
4.0395,4.9118,0.73424,1.3373,1.2139,2.0335,4.268,5.6874,2.2442,NPC/G2/H3
3.9932,4.6814,-0.21933,0.72207,0.44362,2.6813,3.8071,5.1873,1.2468,NPC/G2/H3
4.4418,5.3337,-0.021133,0.84721,1.0467,3.354,4.3391,5.4414,2.279,NPC/G2/H3
4.1571,5.32,-0.15151,0.81101,0.43327,3.2627,3.9274,5.1234,1.8841,NPC/G2/H3
4.131,4.9911,-0.045118,0.72333,0.053516,2.6012,3.4084,4.9399,1.2078,NPC/G2/H3
4.2811,5.3439,-0.45921,0.83194,0.58685,3.4782,5.1074,5.6988,3.3336,NPC/G2/H3
4.3347,5.041,1.8156,0.71322,0.066734,2.8104,3.8065,5.049,1.6857,NPC/G2/H3
4.0504,4.6521,-0.55763,0.75838,0.74615,2.0768,3.6789,5.0629,1.1864,NPC/G2/H3
4.4443,5.0124,0.18872,0.9395,0.21291,2.8765,4.1346,5.3526,2.0149,NPC/G2/H3
4.3837,5.6287,-0.11919,0.41663,0.1844,3.3386,4.1199,4.8849,1.9186,NPC/G2/H3
4.0842,5.2585,-0.5309,0.537,0.38053,2.6375,4.0259,5.2726,1.6398,NPC/G2/H3
4.463,5.252,-0.39415,0.91112,1.217,3.5225,4.3558,5.3014,2.4611,NPC/G2/H3
4.0923,4.9415,-0.17788,0.97125,0.71946,2.9813,3.9362,5.0969,0.71259,NPC/G2/H3
4.2851,5.0614,1.0292,0.87299,0.53743,2.6766,3.7374,5.2483,1.9554,NPC/G2/H3
4.2684,4.2869,0.26919,1.019,0.8345,2.5558,3.9646,5.4245,1.8509,NPC/G2/H3
4.1271,4.7687,-0.085198,0.87205,0.56384,2.8055,3.3143,5.3775,2.0314,NPC/G2/H3
3.9204,5.1042,0.04477,0.92722,0.65261,2.7473,3.856,5.1731,2.0296,NPC/G2/H3
4.1763,5.6669,-0.56259,1.0676,0.72466,2.4609,4.305,5.5962,2.4826,NPC/G2/H3
3.9083,5.2336,0.987,0.8056,0.30646,1.9566,3.8946,5.2955,1.6844,NPC/G2/H3
4.3654,5.5574,-0.13971,0.85772,0.19747,3.9004,4.8904,5.575,2.5283,NPC/G2/H3
3.9662,5.2555,-0.52302,0.89742,1.0939,3.9872,4.6073,5.4428,2.6853,NPC/G2/H3
4.4126,4.7622,-0.39053,1.225,0.50656,2.4273,4.6459,5.6711,2.4439,NPC/G2/H3
4.1283,5.0967,-0.48882,1.2279,0.40566,2.213,3.7666,5.5,1.9337,NPC/G2/H3
4.2737,5.1221,-0.52723,0.94634,0.57378,1.8798,4.0658,5.3753,2.1428,NPC/G2/H3
4.2012,4.7735,-0.5069,0.61942,0.36567,2.5972,3.3988,5.1298,1.7437,NPC/G2/H3
3.9963,5.2467,-0.15732,0.70586,0.55739,2.5547,3.2667,5.0633,1.5486,NPC/G2/H3
4.3135,4.8953,0.082123,0.68246,0.49545,3.0045,3.6264,5.211,1.8428,NPC/G2/H3
4.3187,4.3435,0.25562,0.85181,0.63883,1.7885,3.6512,5.5075,1.4903,NPC/G2/H3
3.9123,5.0435,-0.65112,0.92351,0.74096,2.2966,4.1585,5.8166,2.9912,NPC/G2/H3
4.3785,4.778,-0.59788,0.94197,0.5381,2.1735,3.7367,5.5054,1.835,NPC/G2/H3
4.0757,5.2459,0.37276,1.0104,0.063771,3.2251,3.7874,5.0211,0.97439,NPC/G2/H3
4.0265,4.2294,-0.10009,0.93292,0.39581,1.955,3.2385,5.0693,0.64058,NPC/G2/H3
4.3702,5.2861,-0.41932,0.81621,0.2778,3.4604,3.6637,5.3341,1.708,NPC/G2/H3
4.1244,4.9285,-0.50934,0.59908,0.99733,3.8729,4.1119,5.3116,1.5398,NPC/G2/H3
4.1744,5.2924,0.1824,1.1097,0.93161,3.2482,4.7421,5.4755,2.6816,NPC/G2/H3
4.2231,5.289,0.19542,0.89155,0.36254,3.8671,5.1262,5.4842,2.6325,NPC/G2/H3
4.2329,5.6175,-0.11653,1.1034,0.38637,2.3098,4.5512,5.2795,1.4723,NPC/G2/H3
4.1456,4.8586,-1.0064,0.98289,0.7695,3.245,4.1959,5.5084,2.5753,NPC/G2/H3
4.0466,5.6091,-0.74977,0.84033,0.77796,3.2375,4.8979,5.3669,1.8779,NPC/G2/H3
4.3899,5.4319,-0.094989,0.89711,-0.041436,3.6255,4.2794,5.4617,1.9301,NPC/G2/H3
4.5022,5.2652,-0.44372,0.95042,0.84458,2.0884,4.2449,5.5458,1.5606,NPC/G2/H3
4.1661,5.5019,-0.0078248,1.173,0.53247,3.7205,5.0088,5.4188,2.5276,NPC/G2/H3
4.0686,4.8599,-0.67364,0.83117,0.6148,1.9364,4.0466,5.5501,2.6702,NPC/G2/H3
4.1877,5.1593,-0.23728,0.4309,-0.12356,2.6271,4.0273,4.7954,0.65035,NPC/G2/H3
4.4262,5.4804,-0.55328,0.9098,0.84013,2.5176,4.6547,5.2106,1.4668,NPC/G2/H3
4.3831,5.1899,0.076118,1.1167,0.59411,3.6791,5.1135,5.7199,2.9769,NPC/G2/H3
3.9726,5.1602,0.078612,0.80182,0.02851,3.0405,4.7048,5.149,2.1335,NPC/G2/H3
3.9106,5.1833,-0.36154,0.91193,1.1825,3.326,4.2475,5.5671,2.1846,NPC/G2/H3
4.3549,5.3029,0.10477,0.6792,-0.048612,3.3631,4.302,5.1248,2.2741,NPC/G2/H3
4.1167,5.5189,-0.48002,0.74623,0.60513,2.7119,4.8699,5.5796,3.1653,NPC/G2/H3
4.468,5.2909,-0.48377,0.79456,0.52669,3.0055,3.9661,5.161,1.6329,NPC/G2/H3
4.4702,4.6649,1.7118,0.90216,0.06017,1.7738,3.4146,5.2944,1.6204,NPC/G2/H3
4.0081,5.4104,-0.43658,0.91029,0.54045,1.8019,4.0006,5.3771,2.1148,NPC/G2/H3
3.9949,5.1747,-0.032808,0.81131,0.79355,2.5675,5.245,5.6372,2.8907,NPC/G2/H3
4.3685,5.3585,0.11107,0.9067,0.30217,3.4238,4.265,5.3045,2.0435,NPC/G2/H3
4.4447,5.1669,-0.54929,0.72833,0.71449,2.8447,3.8515,5.3506,2.034,NPC/G2/H3
4.1744,5.4481,-0.41002,1.0638,0.4042,3.5611,4.4782,5.2888,1.6281,NPC/G2/H3
4.2009,5.334,-0.039375,0.98343,0.49877,3.4549,4.7299,5.4088,2.3331,NPC/G2/H3
4.0909,5.0639,0.23741,0.84587,0.050143,3.1061,4.0904,5.2405,1.6454,NPC/G2/H3
4.1577,5.1264,-0.41085,0.73443,0.39443,2.5364,3.5032,5.1056,1.3991,NPC/G2/H3
4.0611,5.1221,-0.37175,0.78651,0.087241,2.7406,3.9113,4.975,1.3754,NPC/G2/H3
3.9474,4.8228,-0.076651,1.0002,0.76877,2.0264,3.7031,5.62,2.0327,NPC/G2/H3
4.2519,5.1189,-0.18101,0.97957,0.61425,2.6181,3.5917,5.2404,2.1273,NPC/G2/H3
4.0753,5.2416,-0.56265,0.81098,0.93059,2.535,4.6563,5.6928,3.135,NPC/G2/H3
4.0556,5.4748,-0.51711,0.90044,0.5408,3.2803,4.6595,5.3999,1.6174,NPC/G2/H3
4.2209,5.2427,-0.011945,0.31825,0.4404,2.9845,4.0388,4.8169,2.0023,NPC/G2/H3
4.0593,5.3172,-0.02175,0.7032,0.12003,2.3667,4.1631,5.0797,1.5862,NPC/G2/H3
3.9656,5.2018,-0.47272,0.76959,1.2809,3.4659,4.0033,5.2892,1.7604,NPC/G2/H3
4.0226,5.095,0.31759,0.75546,0.14924,2.5303,3.8892,5.1864,1.7083,NPC/G2/H3
4.3347,4.9107,-0.27129,0.81839,0.040946,3.5179,3.863,5.4177,2.4005,NPC/G2/H3
4.0049,5.0601,0.16804,1.2571,-0.014207,4.3358,4.9787,5.8206,3.0973,NPC/G2/H3
3.9702,4.9574,0.16497,0.80566,0.22848,3.1913,4.0118,5.1618,1.8841,NPC/G2/H3
3.9496,4.7227,0.84924,0.72966,0.54577,3.4482,3.7073,5.0286,1.4038,NPC/G2/H3
4.1118,5.3712,-0.13637,0.97469,0.33792,2.7261,3.9687,5.2401,1.808,NPC/G2/H3
4.4107,5.1009,0.13423,0.94651,0.40998,1.9309,4.2494,5.5762,2.4216,NPC/G2/H3
3.9787,5.4359,0.1997,0.98699,0.65382,3.2805,4.5323,5.1492,1.8446,NPC/G2/H3
4.2425,5.0955,-0.44396,0.94576,0.34009,2.1755,4.0544,5.4249,1.6192,NPC/G2/H3
4.5012,5.0017,0.39068,1.2612,0.29326,2.5553,3.7127,5.6039,2.3767,NPC/G2/H3
4.32,5.1375,-0.477,1.106,0.24972,3.6104,3.9556,5.4543,1.8547,NPC/G2/H3
4.3312,5.7342,-0.44049,0.77769,0.26968,3.2245,4.8566,5.1712,2.0302,NPC/G2/H3
3.9624,5.3338,-0.33883,0.79299,0.2354,2.2296,3.8052,5.2788,2.4804,NPC/G2/H3
4.4381,5.2547,-0.40449,0.76685,0.73982,2.4896,3.4824,5.319,2.2824,NPC/G2/H3
3.9164,5.1995,-0.44381,0.9767,0.65338,2.2471,4.6077,5.547,2.541,NPC/G2/H3
4.3945,5.0742,0.71064,0.87044,0.56095,2.3887,4.4567,5.533,2.38,NPC/G2/H3
4.4477,5.0177,0.018792,0.85009,0.42358,3.3364,4.1677,5.2299,1.6758,NPC/G2/H3
4.443,5.0681,-0.61168,1.2116,0.82776,2.8219,4.4904,5.4623,2.2209,NPC/G2/H3
4.4655,5.2727,-0.17078,0.96865,0.18174,2.2511,4.0474,5.4172,1.9069,NPC/G2/H3
3.9674,5.279,-0.20705,0.85394,0.61488,3.4169,3.8856,5.1754,1.8949,NPC/G2/H3
4.4036,5.1065,-0.3776,0.63605,0.34743,3.0036,3.122,4.9987,1.6495,NPC/G2/H3
3.923,4.3596,-0.097258,0.50774,0.27841,1.8756,3.1557,4.9773,1.9464,NPC/G2/H3
4.003,4.306,0.20084,0.60743,0.041522,2.3557,3.8699,5.008,0.85222,NPC/G2/H3
4.5496,5.0474,0.038099,0.96716,0.50797,3.7168,4.0332,5.4395,2.0638,NPC/G2/H3
4.1593,4.9975,0.0031954,0.71541,0.10932,2.9713,3.1949,5.0565,1.3094,NPC/G2/H3
3.9657,4.7837,-0.19624,0.82484,0.7295,3.3767,3.6222,5.1577,1.5016,NPC/G2/H3
4.1199,4.8974,0.63117,0.86498,-0.11763,3.2454,3.7921,5.3489,1.6759,NPC/G2/H3
4.2223,5.3282,-0.099051,0.75916,0.91787,3.0893,3.9779,5.1454,1.7316,NPC/G2/H3
4.0539,5.4182,0.16084,0.91595,0.5095,2.8625,4.4495,5.2609,2.0557,NPC/G2/H3
4.2001,5.0865,-0.2522,0.50369,0.35122,2.2806,4.1432,5.2584,2.7781,NPC/G2/H3
4.0416,4.5994,-0.22123,0.61406,0.46573,1.9534,3.2843,4.8233,1.3067,NPC/G2/H3
4.22,5.6551,-0.7159,0.66015,0.30788,1.9898,4.5351,5.2428,2.4011,NPC/G2/H3
4.0108,4.9392,0.21869,0.45912,0.71985,3.4274,3.8802,5.3137,1.3886,NPC/G2/H3
4.2755,4.8652,-0.57719,0.82664,0.56254,1.7516,3.7729,5.2493,1.9256,NPC/G2/H3
4.3766,5.0458,0.060298,0.83654,0.31809,1.755,4.4396,5.4257,1.199,NPC/G2/H3
4.4046,5.2709,-0.38407,0.57699,0.55304,2.5708,4.3267,5.3131,1.4004,NPC/G2/H3
3.996,4.2697,0.10527,0.93969,0.87886,1.7799,3.4589,5.4001,2.5493,NPC/G2/H3
4.2763,5.5849,-0.47593,1.0493,0.35393,2.1693,3.9308,5.269,1.872,NPC/G2/H3
4.2158,5.0678,-0.63781,0.97493,0.53006,2.9723,3.9114,5.5115,2.2511,NPC/G2/H3
4.0965,4.2482,-0.16603,0.79637,0.48763,2.2172,3.18,5.0802,1.2615,NPC/G2/H3
3.9569,5.55,-0.004451,0.98778,0.84143,3.0847,4.7826,5.4168,2.6033,NPC/G2/H3
4.2467,5.4458,-0.90196,1.0421,1.1055,3.7109,5.0161,5.5209,2.7225,NPC/G2/H3
4.2071,5.7418,-0.67634,1.0001,0.57768,2.7854,4.7196,5.143,1.8456,NPC/G2/H3
4.2457,4.9231,-0.22994,0.70103,-0.10636,2.8113,3.6985,5.2066,1.6343,NPC/G2/H3
4.4626,4.8749,-0.27282,0.74368,0.55238,2.6443,3.7732,5.5256,2.1193,NPC/G2/H3
4.0382,5.1648,-0.021576,0.62003,0.057542,2.9382,4.0405,4.9963,0.84355,NPC/G2/H3
4,5.5451,-0.22688,0.87731,0.55761,2.7008,3.5511,5.241,1.3105,NPC/G2/H3
4.0281,5.4727,0.048449,0.95677,0.47619,3.0191,4.5743,5.611,2.915,NPC/G2/H3
4.1555,5.653,-0.98749,0.89266,0.66211,3.3489,4.9687,5.4226,2.3497,NPC/G2/H3
4.497,5.2226,-0.098914,0.918,0.6982,2.7839,4.088,5.3697,2.1205,NPC/G2/H3
4.4207,5.281,-0.33459,0.83245,0.3035,2.1888,3.8652,5.21,1.8275,NPC/G2/H3
4.4281,5.3622,0.1851,0.99799,0.30248,3.5188,4.4182,5.4531,2.4334,NPC/G2/H3
4.2791,5.0681,0.40501,0.67417,0.36891,2.9958,4.358,5.4065,2.1212,NPC/G2/H3
4.4598,5.3108,-0.46557,1.3445,0.37129,1.7545,4.0658,5.656,2.7002,NPC/G2/H3
4.2029,5.3368,-0.37199,0.98582,0.43025,3.0338,3.8949,5.3116,2.0777,NPC/G2/H3
4.0115,4.683,-0.96454,0.8435,1.1462,2.5735,4.482,5.8332,2.7671,NPC/G2/H3
4.3245,5.5287,-0.96538,0.98906,0.81138,3.2337,4.9955,5.421,2.0925,NPC/G2/H3
3.9808,5.2359,0.32006,0.85731,0.36238,2.1771,3.426,5.2027,1.7797,NPC/G2/H3
4.0208,5.6587,-0.43434,0.798,0.40394,2.7647,5.3696,5.5829,2.9799,NPC/G2/H3
4.2755,4.988,-0.7068,1.0753,0.67351,1.9665,4.0322,5.5946,2.5493,NPC/G2/H3
4.3553,5.3691,-0.13077,0.79601,0.3723,3.2602,4.328,5.4472,2.4938,NPC/G2/H3
3.994,4.9285,0.31925,0.63419,0.070228,2.7043,3.807,5.1915,2.1254,NPC/G2/H3
4.1123,5.0796,0.32305,0.67338,0.048235,3.132,4.0297,5.5281,2.575,NPC/G2/H3
3.9487,5.3931,-0.39488,0.93361,0.54701,3.2042,5.1929,5.4377,2.9355,NPC/G2/H3
3.9898,4.6933,-0.22872,0.43294,0.41101,2.5901,3.2496,5.0093,1.4459,NPC/G2/H3
4.1228,4.994,-0.17187,0.42524,0.17589,3.2635,3.6771,4.8819,1.0845,NPC/G2/H3
3.9289,4.8791,-0.025865,0.5865,0.085351,2.5615,3.1348,4.9365,1.4626,NPC/G2/H3
3.9755,4.9964,0.065873,0.63593,0.26615,2.71,3.785,4.9704,1.6039,NPC/G2/H3
4.2809,5.6585,-0.26814,0.65532,0.51874,2.8271,4.1355,5.0785,1.6445,NPC/G2/H3
4.4914,5.307,-0.50133,0.65171,0.6662,2.4032,3.444,5.1882,2.0346,NPC/G2/H3
4.2349,5.339,-0.14434,0.50896,0.73365,2.8238,3.9563,4.9774,1.6742,NPC/G2/H3
4.0097,4.661,0.0367,0.54727,0.31985,2.8326,3.4513,5.0777,1.4815,NPC/G2/H3
3.9352,5.2709,0.29241,1.2029,0.22298,1.9455,4.5326,5.5691,2.6752,NPC/G2/H3
3.9185,4.9266,-0.31593,0.54351,0.32035,1.7101,3.6975,5.1625,2.0432,NPC/G2/H3
4.3721,5.362,-0.59906,0.89832,0.42824,2.8013,4.1187,5.1935,2.3229,NPC/G2/H3
3.9991,4.754,-0.22433,0.4956,0.26709,2.7543,3.4329,4.9907,1.1554,NPC/G2/H3
4.3551,4.5492,-0.38438,0.84757,0.40373,1.7393,3.9834,5.5705,2.5074,NPC/G2/H3
3.9713,4.6617,-0.39143,0.8865,0.41411,2.3078,4.485,5.1259,1.4988,NPC/G2/H3
3.9419,4.9942,-0.35475,0.66808,0.51125,3.6198,3.8211,5.1844,2.0808,NPC/G2/H3
4.0836,4.8323,-0.216,0.54229,0.27732,2.5517,3.2301,5.0126,1.1716,NPC/G2/H3
4.2115,5.0809,0.14317,0.80613,0.13027,3.2933,4.4461,5.4232,1.6411,NPC/G2/H3
4.3343,5.3956,-0.26636,0.87613,0.32833,2.2965,4.2238,5.3308,2.5246,NPC/G2/H3
4.2701,5.646,-0.59106,0.81278,0.5991,2.8662,4.2206,5.2908,2.3349,NPC/G2/H3
3.9484,5.2038,0.17425,0.52348,0.056481,3.2806,4.3035,5.1035,2.0406,NPC/G2/H3
4.39,4.9264,1.2606,0.8068,-0.018717,3.1944,3.4629,5.158,1.9448,NPC/G2/H3
4.3029,5.281,0.079585,1.0821,0.43362,1.7455,3.7867,5.1963,1.8903,NPC/G2/H3
3.9068,4.7848,-0.10687,0.62419,0.11134,2.4344,3.4053,5.0189,1.1893,NPC/G2/H3
4.4612,5.142,0.23315,0.87259,-0.00077604,1.7581,4.1016,5.6401,1.7682,NPC/G2/H3
4.2793,5.0714,-0.37191,0.45933,0.52573,3.2596,3.8524,5.0371,1.5415,NPC/G2/H3
3.9472,5.3772,0.14454,0.61252,0.13786,2.9149,4.134,5.1356,1.3983,NPC/G2/H3
3.9779,4.758,0.32271,0.66933,-0.17317,2.8509,3.9946,4.9658,1.9197,NPC/G2/H3
4.2234,5.3014,0.28818,0.91498,0.035253,3.3925,4.3488,5.1742,1.558,NPC/G2/H3
4.4453,5.2028,-0.48071,0.86153,0.55153,2.9434,3.7949,5.1575,2.2009,NPC/G2/H3
4.3447,5.4238,-0.18491,0.94308,-0.03061,3.1943,4.2925,5.4131,2.4513,NPC/G2/H3
4.4828,5.0235,-0.64854,1.0533,0.64538,2.9009,3.6993,5.3463,2.2991,NPC/G2/H3
4.0242,4.3292,0.15967,0.51376,0.58031,3.4231,3.4594,5.1977,1.3491,NPC/G2/H3
4.3623,5.3811,-0.31463,1.0324,0.28258,2.7737,3.699,5.282,1.7173,NPC/G2/H3
4.2794,5.0889,-0.53702,0.73523,0.3777,2.369,3.4911,5.2538,1.7324,NPC/G2/H3
4.5307,4.9898,-0.85724,0.91526,0.70626,3.4745,3.6881,5.3425,1.6844,NPC/G2/H3
4.0788,5.047,0.60531,1.0553,0.27234,3.3426,5.0231,5.8199,2.57,NPC/G2/H3
4.0382,4.8872,-0.23859,0.79104,0.90894,2.7852,4.0604,5.3297,2.189,NPC/G2/H3
3.9544,5.5178,0.034636,1.2492,0.057582,2.7816,4.1963,5.2889,1.6904,NPC/G2/H3
4.4249,5.0343,-0.48308,0.74695,0.32522,2.5061,4.2539,5.7106,2.2228,NPC/G2/H3
4.3811,4.988,-0.092202,0.57011,0.34107,2.2184,4.8887,4.7745,1.8025,NPC/G2/H3
3.9813,5.466,0.41659,0.98092,0.38663,3.4413,5.1946,5.4334,2.4879,NPC/G2/H3
4.3125,5.3906,-0.47347,1.079,0.58214,2.614,3.7628,5.2633,1.916,NPC/G2/H3
4.2637,5.2905,-0.12388,0.77322,0.11191,3.1215,4.1888,5.3316,1.4098,NPC/G2/H3
4.2025,4.8054,-0.038112,0.59055,0.48249,3.185,3.5751,5.1592,1.6579,NPC/G2/H3
4.3013,4.9094,-0.45456,0.85749,0.09598,2.6295,3.2202,5.1017,1.2495,NPC/G2/H3
3.9355,4.8591,0.24748,0.7259,0.077318,1.9471,4.4108,5.4627,2.1445,NPC/G2/H3
4.4048,5.1506,-0.31744,0.91567,0.17311,3.0031,4.0644,5.2632,1.5376,NPC/G2/H3
4.0654,4.4226,-0.075049,0.52593,0.15418,2.5333,3.1663,4.9851,0.80701,NPC/G2/H3
4.0027,4.7702,0.47525,0.70267,0.44465,2.1138,4.8683,5.6719,1.8372,NPC/G2/H3
4.5044,4.7415,-0.1258,0.84032,0.74085,2.8085,3.555,5.2926,2.0903,NPC/G2/H3
4.332,5.579,-0.4333,0.88543,0.62155,2.6975,4.1529,5.2251,1.9423,NPC/G2/H3
4.3718,5.3688,-0.60431,0.60304,0.43225,2.9348,4.1962,5.351,2.3909,NPC/G2/H3
4.2584,5.3758,-0.27549,0.94329,0.10749,2.456,3.7882,5.0477,1.191,NPC/G2/H3
4.0804,5.4407,0.15683,0.70115,-0.012497,3.0242,3.9676,5.3981,2.2815,NPC/G2/H3
4.2378,5.0122,-0.49246,0.91072,0.34351,3.0398,4.6377,5.5986,2.6092,NPC/G2/H3
4.3296,5.5925,0.37866,0.88381,0.52429,3.49,5.1778,5.4781,2.5893,NPC/G2/H3
4.0289,5.1376,-0.030905,1.0016,0.50823,1.9508,4.1099,5.3997,2.0946,NPC/G2/H3
4.3561,4.8198,0.25293,0.67535,0.088353,3.2336,3.1986,5.1462,1.6731,NPC/G2/H3
4.1515,5.0256,-0.35688,0.97494,0.28013,1.9997,3.9866,5.3971,1.8499,NPC/G2/H3
3.9853,5.1277,-0.22396,0.83872,0.63865,3.1407,4.7017,5.151,2.5425,NPC/G2/H3
4.1372,5.0324,0.14055,0.6293,0.84141,3.0186,3.4867,5.1986,2.0651,NPC/G2/H3
4.3201,5.0702,-0.31593,0.57663,0.4757,1.961,4.0355,5.0813,1.9605,NPC/G2/H3
4.1453,5.0161,-0.10034,0.56564,0.63628,3.0606,4.5789,5.5874,2.8731,NPC/G2/H3
4.3136,5.1763,-0.11047,0.70462,0.18364,2.3351,4.0358,5.3963,2.0172,NPC/G2/H3
3.9464,5.1013,-0.025895,1.163,0.49182,1.7494,4.5775,5.5404,2.0068,NPC/G2/H3
4.132,4.9598,0.031692,0.71572,0.31122,1.8559,3.8263,5.1537,1.431,NPC/G2/H3
4.228,5.0785,-0.4823,0.95464,0.62564,2.7346,3.8765,5.4961,1.9846,NPC/G2/H3
4.0348,5.4099,-0.23694,0.73679,0.30166,3.2998,4.3887,5.2406,2.2035,NPC/G2/H3
4.2625,5.1862,-0.6514,0.9067,0.32077,3.1344,4.8109,5.1568,1.4507,NPC/G2/H3
4.0318,4.7086,0.023757,0.91353,0.7632,3.218,3.8074,5.226,1.419,NPC/G2/H3
4.2865,5.3845,-0.1388,1.1463,1.0551,3.4692,4.0275,5.356,2.0946,NPC/G2/H3
4.5351,5.1107,0.017236,0.8251,0.35785,3.0299,3.857,5.3886,2.0768,NPC/G2/H3
4.3723,4.802,-0.55887,0.95506,0.75344,2.8403,3.4515,5.3766,1.817,NPC/G2/H3
4.4488,5.1605,-0.057497,0.97262,0.98947,3.0415,3.9219,5.4622,1.9785,NPC/G2/H3
4.2123,5.5863,-0.46618,0.81986,0.40232,2.5725,3.9056,5.0321,1.9622,NPC/G2/H3
4.187,5.1655,-0.42705,0.57411,0.68969,3.8588,4.4291,5.1732,1.8479,NPC/G2/H3
4.2209,4.7492,-0.20207,0.63138,0.43771,2.2788,3.6062,5.1311,2.02,NPC/G2/H3
4.3994,5.1485,-0.22039,0.72736,0.32458,3.5849,3.9448,5.3079,1.9482,NPC/G2/H3
4.0523,5.3603,-0.42152,0.90801,0.50565,1.793,4.3518,5.3751,2.518,NPC/G2/H3
4.3833,5.2146,-0.19311,0.59783,2.4335,1.8724,3.5991,4.6092,2.2204,NPC/G2/H3
4.354,5.6101,-0.78548,1.0651,0.43089,2.1539,4.5871,5.5799,2.6054,NPC/G2/H3
4.0668,5.1863,-0.48601,1.0469,0.8069,3.3267,3.7196,5.3776,1.8547,NPC/G2/H3
4.3458,5.4614,-0.66589,0.77324,0.78267,3.1427,4.4365,5.4318,2.2938,NPC/G2/H3
4.4002,4.996,-0.35475,0.65772,0.54125,3.1514,3.8666,5.1384,1.481,NPC/G2/H3
4.437,4.9581,-0.45254,0.91603,0.44906,2.4917,3.9332,5.5382,2.6498,NPC/G2/H3
4.2636,4.8713,0.018592,1.0735,0.22264,3.4395,4.0296,5.539,1.9582,NPC/G2/H3
3.9162,4.6472,-0.093953,0.68463,0.29287,2.2242,3.8269,5.3691,2.4684,NPC/G2/H3
4.0536,5.4455,-0.66414,1.0001,0.58804,1.9796,4.6509,5.3197,2.0364,NPC/G2/H3
4.2423,5.5217,-0.54093,0.63437,0.60548,3.4544,4.6341,5.4997,1.8291,NPC/G2/H3
4.3178,4.9343,-0.069869,0.72721,-0.14901,3.0876,3.9176,5.2306,1.7823,NPC/G2/H3
4.0232,4.5574,0.23952,0.40285,0.2343,3.5817,3.8813,4.8658,0.90809,NPC/G2/H3
3.9326,4.5642,-0.1467,0.6994,0.41503,2.1991,3.2988,4.9849,1.9272,NPC/G2/H3
4.3007,5.5697,-0.39118,0.93641,0.27716,2.7991,4.2106,5.3389,2.2118,NPC/G2/H3
3.9301,5.3376,-0.16068,0.72681,0.37603,3.2861,3.7116,4.9687,0.77646,NPC/G2/H3
4.2283,5.4674,-0.57561,0.8385,0.94859,3.6368,4.7557,5.4862,2.0689,NPC/G2/H3
4.3392,5.1527,0.18539,1.0336,0.31252,2.2119,4.0316,5.4822,2.0718,NPC/G2/H3
4.267,5.0821,0.08591,0.80092,-0.26278,2.6067,4.3107,5.1744,1.9422,NPC/G2/H3
4.0961,5.299,0.20666,0.89139,0.20849,3.3789,3.9392,5.2262,1.6508,NPC/G2/H3
4.3902,5.1014,-0.2785,0.6749,0.48587,2.5751,3.2454,5.0851,1.5802,NPC/G2/H3
4.2034,5.0264,0.057559,0.52049,0.10465,2.3965,3.1852,4.9133,1.4047,NPC/G2/H3
4.3954,5.0875,-0.50325,1.0598,0.25461,2.9727,3.7523,5.3293,2.2193,NPC/G2/H3
4.2692,5.2876,0.37299,0.91488,0.88232,2.0451,4.761,5.7253,3.1134,NPC/G2/H3
4.0625,4.9415,0.083536,0.90236,0.49011,2.4491,3.754,5.4207,1.8478,NPC/G2/H3
4.4173,5.1335,0.7724,1.211,0.86304,3.4367,4.4545,5.6242,2.3485,NPC/G2/H3
4.1356,5.1437,0.38022,0.85782,0.41563,1.6865,3.9884,5.2545,1.3687,NPC/G2/H3
4.2837,5.2847,0.96027,0.8209,0.33312,3.5733,4.6974,5.4789,2.9433,NPC/G2/H3
4.1131,5.5043,-0.03221,0.78853,0.34572,1.8371,3.7341,5.2398,1.5885,NPC/G2/H3
3.9182,5.3782,-0.039397,1.0779,0.31271,3.5568,4.0483,5.3001,1.6007,NPC/G2/H3
4.4168,5.2438,-0.37657,0.62137,0.092155,2.1703,3.5163,5.1259,1.5433,NPC/G2/H3
4.3757,5.2929,-0.5577,0.90831,0.64052,2.3835,3.4334,5.1173,1.8655,NPC/G2/H3
4.3149,3.0497,5.5025,0.31607,0.46213,2.392,2.7864,4.9648,1.8258,NPC/G2/H3
4.5149,5.4323,-0.41145,0.61265,0.5056,3.1026,3.2516,4.8534,1.3373,NPC/G2/H3
4.0414,5.7396,-0.28581,0.89664,0.21068,3.1579,5.3287,5.6495,3.155,NPC/G2/H3
4.0348,5.2561,-0.051874,0.83629,0.49047,3.0418,4.5894,5.3363,2.1843,NPC/G2/H3
4.0228,5.1765,0.28282,0.74604,0.56359,3.2228,3.4613,5.167,1.9171,NPC/G2/H3
4.0519,5.0855,0.016028,0.59062,0.4992,2.9698,4.1368,5.2275,2.0306,NPC/G2/H3
4.1005,4.8386,0.15541,0.70593,0.26173,1.6628,3.7824,5.1912,1.96,NPC/G2/H3
4.1631,5.2152,-0.064551,0.79802,0.20896,2.7221,3.5079,5.072,1.7727,NPC/G2/H3
4.1855,5.0605,0.034315,0.71252,0.26023,3.3376,4.0295,5.4217,2.3208,NPC/G2/H3
