event,H3K9ac,LD,Total H3,gate,treatment
10651,1.0088,0.48556,1.1099,H3 Total,SAHA 05 um
10654,1.4221,0.532,1.0857,H3 Total,SAHA 05 um
10655,2.5685,0.86643,1.6402,H3 Total,SAHA 05 um
10657,0.90994,0.48969,0.91301,H3Kac,SAHA 05 um
10658,0.35698,0.44776,1.7237,H3 Total,SAHA 05 um
10660,1.3194,0.63329,2.2378,H3 Total,SAHA 05 um
10661,0.8411,1.3283,0.28223,H3Kac,SAHA 05 um
10665,1.393,0.47434,2.2969,H3 Total,SAHA 05 um
10669,0.88863,0.29026,0.84333,H3Kac,SAHA 05 um
10671,3.1466,0.87353,2.9547,H3 Total,SAHA 05 um
10672,1.4664,1.1681,1.6216,H3 Total,SAHA 05 um
10673,2.144,0.36041,0.92555,H3Kac,SAHA 05 um
10674,2.9122,1.4048,1.8744,H3 Total,SAHA 05 um
10676,2.0654,0.863,1.5133,H3 Total,SAHA 05 um
10679,2.1222,0.51286,1.28,H3 Total,SAHA 05 um
10683,1.4397,1.3661,0.26392,H3Kac,SAHA 05 um
10686,2.0238,0.52,1.3239,H3 Total,SAHA 05 um
10687,3.9133,0.90521,1.9598,H3 Total,SAHA 05 um
10688,2.7647,1.6799,2.95,H3 Total,SAHA 05 um
10691,2.1731,0.91942,1.1931,H3 Total,SAHA 05 um
10692,2.7475,1.4874,1.8594,H3 Total,SAHA 05 um
10693,1.2521,0.38057,1.1964,H3 Total,SAHA 05 um
10695,1.1355,0.32369,2.0062,H3 Total,SAHA 05 um
10696,1.7765,0.38752,0.96033,H3Kac,SAHA 05 um
10697,1.0853,0.5022,1.068,H3 Total,SAHA 05 um
10698,3.79,0.77263,1.8324,H3 Total,SAHA 05 um
10699,3.144,0.36372,1.1866,H3 Total,SAHA 05 um
10702,2.5794,0.41267,2.2747,H3 Total,SAHA 05 um
10710,2.0052,1.0585,0.35138,H3Kac,SAHA 05 um
10712,2.4623,1.6913,1.4185,H3 Total,SAHA 05 um
10713,2.618,0.9641,2.5779,H3 Total,SAHA 05 um
10715,0.85159,0.77354,0.58105,H3Kac,SAHA 05 um
10716,1.6717,0.27449,0.84101,H3Kac,SAHA 05 um
10720,2.4514,1.504,1.0304,H3 Total,SAHA 05 um
10721,2.1063,1.4142,2.2435,H3 Total,SAHA 05 um
10723,1.9407,1.081,1.1047,H3 Total,SAHA 05 um
10724,1.6792,1.2368,2.162,H3 Total,SAHA 05 um
10725,0.77629,0.96378,0.34215,H3Kac,SAHA 05 um
10726,1.2973,0.43632,0.73185,H3Kac,SAHA 05 um
10727,2.1023,0.52668,1.8901,H3 Total,SAHA 05 um
10728,0.84504,0.67667,1.1932,H3 Total,SAHA 05 um
10730,0.040934,2.0583,2.6618,H3 Total,SAHA 05 um
10731,1.8592,1.8697,2.6498,H3 Total,SAHA 05 um
10733,3.544,0.42356,0.99723,H3Kac,SAHA 05 um
10735,0.56181,0.46085,1.7914,H3 Total,SAHA 05 um
10736,1.1534,0.43069,1.8538,H3 Total,SAHA 05 um
10737,2.8921,0.30285,1.4338,H3 Total,SAHA 05 um
10738,3.1709,0.54821,1.3499,H3 Total,SAHA 05 um
10739,2.6722,1.9642,1.7636,H3 Total,SAHA 05 um
10740,3.202,1.5677,1.1417,H3 Total,SAHA 05 um
10741,1.8193,0.44165,0.89434,H3Kac,SAHA 05 um
10742,2.5218,1.9987,2.0973,H3 Total,SAHA 05 um
10743,1.3642,0.67617,1.0088,H3Kac,SAHA 05 um
10745,1.879,0.35486,0.7192,H3Kac,SAHA 05 um
10746,3.0878,0.6765,0.85839,H3Kac,SAHA 05 um
10747,3.9131,1.0801,1.5158,H3 Total,SAHA 05 um
10748,2.1562,1.417,3.1996,H3 Total,SAHA 05 um
10749,1.7805,0.62834,1.443,H3 Total,SAHA 05 um
10751,1.4812,1.7489,0.73783,H3Kac,SAHA 05 um
10752,2.1299,0.64879,0.76781,H3Kac,SAHA 05 um
10753,2.084,1.5506,1.075,H3 Total,SAHA 05 um
10754,0.0303,1.8983,1.9822,H3 Total,SAHA 05 um
10756,1.9716,0.49321,1.5124,H3 Total,SAHA 05 um
10759,2.0213,1.0688,2.4715,H3 Total,SAHA 05 um
10762,3.1404,1.9673,2.6186,H3 Total,SAHA 05 um
10765,1.6461,1.1054,0.56996,H3Kac,SAHA 05 um
10767,2.0762,0.40311,0.9317,H3Kac,SAHA 05 um
10769,1.985,1.3751,0.43817,H3Kac,SAHA 05 um
10771,1.3733,0.57148,2.3577,H3 Total,SAHA 05 um
10773,1.3124,0.32435,1.6643,H3 Total,SAHA 05 um
10774,2.7573,0.62608,1.1719,H3 Total,SAHA 05 um
10779,1.7997,1.4343,0.63069,H3Kac,SAHA 05 um
10782,1.9709,0.7729,3.7025,H3 Total,SAHA 05 um
10783,2.4077,0.89916,1.0432,H3 Total,SAHA 05 um
10784,1.3949,0.37439,2.3099,H3 Total,SAHA 05 um
10786,3.2848,0.52087,1.3093,H3 Total,SAHA 05 um
10787,1.8401,0.37409,1.0392,H3 Total,SAHA 05 um
10791,0.8448,0.7403,0.71609,H3Kac,SAHA 05 um
10792,2.5152,0.72747,1.2802,H3 Total,SAHA 05 um
10793,1.511,0.43886,1.2889,H3 Total,SAHA 05 um
10794,3.9131,0.77838,1.7918,H3 Total,SAHA 05 um
10795,1.5198,0.27649,1.1058,H3 Total,SAHA 05 um
10797,3.2108,1.5117,1.6611,H3 Total,SAHA 05 um
10798,2.7032,0.48411,1.4072,H3 Total,SAHA 05 um
10801,2.8225,0.51339,1.0066,H3Kac,SAHA 05 um
10802,2.4602,0.51605,1.3918,H3 Total,SAHA 05 um
10803,2.5275,1.8299,1.5875,H3 Total,SAHA 05 um
10805,1.7678,2.0238,1.4327,H3 Total,SAHA 05 um
10806,1.887,1.1799,0.91006,H3Kac,SAHA 05 um
10807,2.9638,0.39248,0.9723,H3Kac,SAHA 05 um
10809,2.5635,1.8594,2.2521,H3 Total,SAHA 05 um
10810,0.66116,0.24482,2.015,H3 Total,SAHA 05 um
10817,1.6569,0.38705,1.0994,H3 Total,SAHA 05 um
10819,1.889,0.99595,2.6709,H3 Total,SAHA 05 um
10820,1.3531,0.58637,0.67081,H3Kac,SAHA 05 um
10824,2.024,0.76156,1.2784,H3 Total,SAHA 05 um
10825,0.89797,0.51739,1.4942,H3 Total,SAHA 05 um
10826,1.739,0.32674,0.83121,H3Kac,SAHA 05 um
10827,2.2998,0.91087,0.88873,H3Kac,SAHA 05 um
10828,2.7057,0.88066,1.2303,H3 Total,SAHA 05 um
10829,1.0516,0.51439,2.036,H3 Total,SAHA 05 um
10830,1.3295,0.52128,1.804,H3 Total,SAHA 05 um
10832,1.9074,0.38731,1.213,H3 Total,SAHA 05 um
10833,3.1742,0.49257,0.6977,H3Kac,SAHA 05 um
10834,1.1461,1.0583,1.3874,H3 Total,SAHA 05 um
10835,2.6894,0.43892,1.6185,H3 Total,SAHA 05 um
10838,2.3335,0.84759,2.0362,H3 Total,SAHA 05 um
832,2.9448,0.78823,2.4592,H3 Total,SAHA 05 um
833,3.51,0.63101,1.4144,H3 Total,SAHA 05 um
834,3.9133,1.8974,0.2637,H3Kac,SAHA 05 um
835,2.5487,0.26519,1.3036,H3 Total,SAHA 05 um
836,2.391,0.23258,2.7768,H3 Total,SAHA 05 um
837,2.6353,0.41179,2.018,H3 Total,SAHA 05 um
838,2.1082,0.23438,1.8518,H3 Total,SAHA 05 um
840,3.1307,0.30696,1.0793,H3 Total,SAHA 05 um
841,1.5675,0.25964,3.0556,H3 Total,SAHA 05 um
844,0.70163,0.17038,2.2373,H3 Total,SAHA 05 um
845,2.2628,0.21091,1.1256,H3 Total,SAHA 05 um
848,2.4236,0.96378,1.4474,H3 Total,SAHA 05 um
849,0.032765,1.6616,3.2349,H3 Total,SAHA 05 um
850,3.3795,1.6461,1.1523,H3 Total,SAHA 05 um
851,0.93207,1.3727,1.0224,H3 Total,SAHA 05 um
857,2.5798,0.29325,1.1122,H3 Total,SAHA 05 um
859,2.0349,1.3521,1.3841,H3 Total,SAHA 05 um
861,1.032,0.25312,2.1597,H3 Total,SAHA 05 um
862,1.3144,0.2637,1.998,H3 Total,SAHA 05 um
863,2.899,0.54639,1.2996,H3 Total,SAHA 05 um
864,1.5472,0.82691,1.0803,H3 Total,SAHA 05 um
865,1.962,0.6097,1.581,H3 Total,SAHA 05 um
866,2.6716,0.13363,0.77985,H3Kac,SAHA 05 um
867,2.8083,0.44669,2.1389,H3 Total,SAHA 05 um
868,1.9649,0.43476,1.4756,H3 Total,SAHA 05 um
869,3.0773,0.44464,1.0638,H3 Total,SAHA 05 um
871,2.3617,0.5993,3.0862,H3 Total,SAHA 05 um
873,1.6418,0.29361,1.3921,H3 Total,SAHA 05 um
874,3.4819,1.0821,1.8124,H3 Total,SAHA 05 um
875,2.331,0.2953,2.0862,H3 Total,SAHA 05 um
876,1.5873,1.3872,1.417,H3 Total,SAHA 05 um
877,2.2663,0.80133,1.818,H3 Total,SAHA 05 um
878,1.6542,0.19266,1.3071,H3 Total,SAHA 05 um
879,1.1819,0.24014,3.1776,H3 Total,SAHA 05 um
880,2.8922,0.27717,0.7411,H3Kac,SAHA 05 um
881,3.1455,0.962,1.9158,H3 Total,SAHA 05 um
882,1.6962,0.31147,1.783,H3 Total,SAHA 05 um
883,1.4915,0.52641,2.3614,H3 Total,SAHA 05 um
884,1.2356,1.1263,1.7073,H3 Total,SAHA 05 um
885,2.9891,0.5559,1.6351,H3 Total,SAHA 05 um
886,1.8551,0.53522,3.2638,H3 Total,SAHA 05 um
887,2.3016,0.42042,2.9797,H3 Total,SAHA 05 um
888,1.9633,0.93644,2.2776,H3 Total,SAHA 05 um
889,3.9132,0.98934,1.5314,H3 Total,SAHA 05 um
890,3.4394,0.66531,2.2244,H3 Total,SAHA 05 um
891,0.54041,0.65064,1.2127,H3 Total,SAHA 05 um
892,1.3641,0.18665,2.0162,H3 Total,SAHA 05 um
893,2.2646,1.4756,1.8645,H3 Total,SAHA 05 um
896,1.2923,0.21837,3.5324,H3 Total,SAHA 05 um
897,2.8855,1.0568,0.50751,H3Kac,SAHA 05 um
898,0.95403,0.23797,3.2241,H3 Total,SAHA 05 um
899,2.761,0.71756,0.52323,H3Kac,SAHA 05 um
901,2.9203,0.19652,0.97472,H3Kac,SAHA 05 um
902,3.0143,0.47434,3.0641,H3 Total,SAHA 05 um
904,1.7149,0.26556,1.2914,H3 Total,SAHA 05 um
905,2.2679,0.21115,0.70809,H3Kac,SAHA 05 um
906,2.8605,0.23767,1.3069,H3 Total,SAHA 05 um
909,2.5051,0.26327,0.95938,H3Kac,SAHA 05 um
912,2.1372,0.3031,1.694,H3 Total,SAHA 05 um
913,2.4414,0.2737,0.84237,H3Kac,SAHA 05 um
915,2.6416,0.97008,3.1178,H3 Total,SAHA 05 um
916,2.5139,0.26534,1.3944,H3 Total,SAHA 05 um
917,2.96,0.23094,1.6683,H3 Total,SAHA 05 um
918,0.12391,0.52242,3.2044,H3 Total,SAHA 05 um
920,2.0229,0.20701,1.1992,H3 Total,SAHA 05 um
921,2.4662,0.97514,1.6126,H3 Total,SAHA 05 um
922,2.5172,0.19408,1.1568,H3 Total,SAHA 05 um
923,0.044791,0.25609,2.0432,H3 Total,SAHA 05 um
924,0.62485,0.30755,2.4183,H3 Total,SAHA 05 um
925,0.67344,1.1609,2.4614,H3 Total,SAHA 05 um
926,2.1821,0.2049,1.0044,H3Kac,SAHA 05 um
927,0.91485,0.26589,1.1931,H3 Total,SAHA 05 um
928,2.9815,0.38022,1.547,H3 Total,SAHA 05 um
929,1.9928,0.25857,1.3645,H3 Total,SAHA 05 um
930,2.3884,0.4125,1.1981,H3 Total,SAHA 05 um
932,3.543,0.55527,2.0786,H3 Total,SAHA 05 um
933,3.3714,0.56462,1.6037,H3 Total,SAHA 05 um
934,3.199,0.47639,1.0308,H3 Total,SAHA 05 um
935,1.7758,0.17387,0.9763,H3Kac,SAHA 05 um
936,1.575,0.75589,1.0536,H3 Total,SAHA 05 um
937,2.5171,0.38872,1.7177,H3 Total,SAHA 05 um
938,0.74667,0.27786,0.88693,H3Kac,SAHA 05 um
939,2.5282,0.65345,1.8422,H3 Total,SAHA 05 um
942,1.9711,0.17253,0.59727,H3Kac,SAHA 05 um
943,1.4021,0.37229,1.0994,H3 Total,SAHA 05 um
944,1.3807,0.25301,1.4494,H3 Total,SAHA 05 um
945,3.7641,0.19183,2.0001,H3 Total,SAHA 05 um
946,2.3328,0.24127,1.0137,H3 Total,SAHA 05 um
947,1.9503,0.20096,1.1438,H3 Total,SAHA 05 um
949,2.2447,1.0767,1.4797,H3 Total,SAHA 05 um
950,3.7564,0.89795,2.6388,H3 Total,SAHA 05 um
952,1.7292,0.20404,1.2216,H3 Total,SAHA 05 um
953,1.0054,0.29341,0.80189,H3Kac,SAHA 05 um
954,1.967,0.54674,1.7125,H3 Total,SAHA 05 um
955,0.87142,2.0279,2.6335,H3 Total,SAHA 05 um
956,1.3966,0.78527,0.29477,H3Kac,SAHA 05 um
957,2.2293,0.45579,2.1323,H3 Total,SAHA 05 um
958,0.87935,0.56075,0.13205,H3Kac,SAHA 05 um
960,3.4867,0.43327,1.4478,H3 Total,SAHA 05 um
961,2.7561,0.24949,2.5856,H3 Total,SAHA 05 um
962,1.9735,0.29797,3.2894,H3 Total,SAHA 05 um
963,1.4587,0.25918,2.2278,H3 Total,SAHA 05 um
964,1.7117,0.23594,1.6079,H3 Total,SAHA 05 um
965,1.1488,0.23496,1.6269,H3 Total,SAHA 05 um
966,2.3348,1.003,1.2029,H3 Total,SAHA 05 um
967,2.5501,0.61676,2.8071,H3 Total,SAHA 05 um
968,1.7596,0.40246,1.801,H3 Total,SAHA 05 um
969,2.4384,0.1802,1.4684,H3 Total,SAHA 05 um
970,1.1081,0.31168,2.8021,H3 Total,SAHA 05 um
971,1.4692,0.3113,2.5805,H3 Total,SAHA 05 um
972,3.2856,1.2803,3.5837,H3 Total,SAHA 05 um
973,1.1975,0.29133,2.0806,H3 Total,SAHA 05 um
974,1.7956,0.21089,2.6132,H3 Total,SAHA 05 um
975,1.9616,0.28911,1.5594,H3 Total,SAHA 05 um
976,2.0716,1.0346,1.9753,H3 Total,SAHA 05 um
977,2.6284,0.18133,1.003,H3Kac,SAHA 05 um
978,1.9794,0.3255,2.2878,H3 Total,SAHA 05 um
979,2.6244,0.39925,1.0523,H3 Total,SAHA 05 um
980,1.8951,0.42711,1.4346,H3 Total,SAHA 05 um
981,2.8118,0.28792,2.1291,H3 Total,SAHA 05 um
982,1.3453,0.18005,2.9019,H3 Total,SAHA 05 um
983,3.0017,0.313,1.1089,H3 Total,SAHA 05 um
985,1.3497,0.15889,0.98743,H3Kac,SAHA 05 um
986,3.9133,0.27001,1.9517,H3 Total,SAHA 05 um
990,1.585,1.9061,2.0765,H3 Total,SAHA 05 um
991,3.3856,0.25392,2.5374,H3 Total,SAHA 05 um
994,2.6129,0.19063,1.4481,H3 Total,SAHA 05 um
997,1.8654,0.31707,1.024,H3 Total,SAHA 05 um
998,1.245,0.1933,1.2328,H3 Total,SAHA 05 um
999,1.7963,0.29269,2.2166,H3 Total,SAHA 05 um
1001,2.4462,0.23226,0.9852,H3Kac,SAHA 05 um
1002,2.0337,0.75437,1.5028,H3 Total,SAHA 05 um
1003,1.701,0.274,1.8403,H3 Total,SAHA 05 um
1004,3.5944,0.29397,3.1953,H3 Total,SAHA 05 um
1005,2.218,0.23787,0.95792,H3Kac,SAHA 05 um
1006,3.4213,0.51639,1.4082,H3 Total,SAHA 05 um
1008,3.2135,0.23751,1.0438,H3 Total,SAHA 05 um
1009,0.74175,1.526,0.98339,H3Kac,SAHA 05 um
1011,3.1118,0.24452,0.93068,H3Kac,SAHA 05 um
1012,1.3549,1.4398,1.3053,H3 Total,SAHA 05 um
1013,2.2857,0.38221,2.9744,H3 Total,SAHA 05 um
1014,0.14451,0.10154,1.1578,H3 Total,SAHA 05 um
1016,2.078,0.3605,1.9166,H3 Total,SAHA 05 um
1017,1.7243,0.20179,1.0626,H3 Total,SAHA 05 um
1018,1.0681,0.35053,3.4261,H3 Total,SAHA 05 um
1019,2.4497,0.42984,1.2602,H3 Total,SAHA 05 um
1020,1.5399,0.27877,1.4787,H3 Total,SAHA 05 um
1021,2.3868,0.31694,2.9547,H3 Total,SAHA 05 um
1022,2.6861,0.38504,1.9668,H3 Total,SAHA 05 um
1023,3.3185,0.612,1.8963,H3 Total,SAHA 05 um
1025,1.3968,0.24465,2.036,H3 Total,SAHA 05 um
1026,1.2686,0.74687,1.9689,H3 Total,SAHA 05 um
1028,1.7057,0.1957,1.2001,H3 Total,SAHA 05 um
1029,0.31493,1.2516,2.7076,H3 Total,SAHA 05 um
1031,2.9149,0.63747,1.5924,H3 Total,SAHA 05 um
1032,2.6708,0.86801,2.6104,H3 Total,SAHA 05 um
1033,2.5171,1.3076,1.5986,H3 Total,SAHA 05 um
1037,1.9889,0.14731,1.1454,H3 Total,SAHA 05 um
1038,0.99322,0.23509,1.4877,H3 Total,SAHA 05 um
1039,2.7315,0.29526,1.2855,H3 Total,SAHA 05 um
1040,0.98385,1.7023,0.21762,H3Kac,SAHA 05 um
1041,1.0373,0.2574,2.929,H3 Total,SAHA 05 um
1044,2.538,0.338,1.9895,H3 Total,SAHA 05 um
1045,1.0382,0.20278,1.4059,H3 Total,SAHA 05 um
1046,2.3078,1.6069,1.984,H3 Total,SAHA 05 um
1048,2.404,0.3751,0.90642,H3Kac,SAHA 05 um
1049,2.6345,0.6097,2.8839,H3 Total,SAHA 05 um
1050,2.7307,1.6913,1.1288,H3 Total,SAHA 05 um
1051,0.5635,0.28327,2.0544,H3 Total,SAHA 05 um
1052,2.7214,0.94699,2.3676,H3 Total,SAHA 05 um
1053,0.85482,0.26414,0.92003,H3Kac,SAHA 05 um
1054,2.6491,1.5902,3.3484,H3 Total,SAHA 05 um
1055,0.039797,1.5631,1.3889,H3 Total,SAHA 05 um
1056,1.0926,0.21383,1.3264,H3 Total,SAHA 05 um
1057,3.1845,0.50574,0.90581,H3Kac,SAHA 05 um
1058,2.5534,0.34396,2.0636,H3 Total,SAHA 05 um
1059,2.92,1.9399,1.2964,H3 Total,SAHA 05 um
1061,1.9124,0.98817,0.65378,H3Kac,SAHA 05 um
1064,2.6408,0.22812,1.648,H3 Total,SAHA 05 um
1073,1.8696,0.18845,0.9187,H3Kac,SAHA 05 um
1076,1.8526,0.84449,1.4701,H3 Total,SAHA 05 um
1077,3.6114,0.24533,1.8434,H3 Total,SAHA 05 um
1078,1.4077,0.31591,1.244,H3 Total,SAHA 05 um
1079,2.6179,0.45849,3.1688,H3 Total,SAHA 05 um
1080,1.9086,1.8212,0.50889,H3Kac,SAHA 05 um
1081,3.0297,0.37661,1.7708,H3 Total,SAHA 05 um
1083,2.5025,1.5043,1.8625,H3 Total,SAHA 05 um
1084,1.975,0.46633,1.6991,H3 Total,SAHA 05 um
1085,2.5252,0.39201,1.9928,H3 Total,SAHA 05 um
1087,3.2513,0.22838,1.244,H3 Total,SAHA 05 um
1089,3.3022,0.46737,1.4862,H3 Total,SAHA 05 um
1090,2.6035,0.49379,1.0046,H3Kac,SAHA 05 um
1095,2.8146,0.74083,0.85332,H3Kac,SAHA 05 um
1097,2.7124,0.19957,1.875,H3 Total,SAHA 05 um
1103,2.3998,0.7148,0.98456,H3Kac,SAHA 05 um
1105,2.0185,0.24914,1.2791,H3 Total,SAHA 05 um
1107,2.8744,0.52804,1.4376,H3 Total,SAHA 05 um
1108,2.2757,0.21265,1.1472,H3 Total,SAHA 05 um
1110,3.0237,0.43304,2.3499,H3 Total,SAHA 05 um
1114,2.25,0.32098,2.1054,H3 Total,SAHA 05 um
1117,1.0414,0.4125,3.2907,H3 Total,SAHA 05 um
1119,2.8339,0.23063,1.1116,H3 Total,SAHA 05 um
1120,3.2421,0.6508,1.419,H3 Total,SAHA 05 um
1121,2.6182,0.33842,1.1305,H3 Total,SAHA 05 um
1122,2.9114,0.24835,1.936,H3 Total,SAHA 05 um
1123,2.1797,0.30063,1.3319,H3 Total,SAHA 05 um
1124,1.6773,0.33337,2.7856,H3 Total,SAHA 05 um
1126,2.6048,0.3375,1.5052,H3 Total,SAHA 05 um
1129,2.4466,0.28072,1.5509,H3 Total,SAHA 05 um
1130,2.1792,1.4358,3.1993,H3 Total,SAHA 05 um
1132,1.0401,0.24959,2.7978,H3 Total,SAHA 05 um
1133,3.5406,0.63629,2.5974,H3 Total,SAHA 05 um
1134,1.4276,0.53992,2.8874,H3 Total,SAHA 05 um
1136,2.0074,0.30174,1.5443,H3 Total,SAHA 05 um
1138,1.7758,0.62764,1.6865,H3 Total,SAHA 05 um
1139,1.9451,0.2419,0.89795,H3Kac,SAHA 05 um
1142,1.2732,0.17629,0.84856,H3Kac,SAHA 05 um
1144,1.9404,0.22611,1.5855,H3 Total,SAHA 05 um
1145,1.3107,0.2614,1.8849,H3 Total,SAHA 05 um
1148,2.27,0.25815,1.095,H3 Total,SAHA 05 um
1149,0.87706,1.0405,0.55335,H3Kac,SAHA 05 um
1150,3.2549,1.0727,1.0294,H3 Total,SAHA 05 um
1151,2.8272,1.3737,1.5609,H3 Total,SAHA 05 um
1153,2.6122,1.2516,2.594,H3 Total,SAHA 05 um
1154,1.0049,0.16286,0.88833,H3Kac,SAHA 05 um
1155,3.0631,0.532,1.6662,H3 Total,SAHA 05 um
1156,1.0846,0.30906,1.2345,H3 Total,SAHA 05 um
1157,0.99369,0.5741,0.20632,H3Kac,SAHA 05 um
1160,2.7045,0.21846,1.6523,H3 Total,SAHA 05 um
1161,2.724,0.46376,1.0628,H3 Total,SAHA 05 um
1164,2.5455,0.75643,1.1866,H3 Total,SAHA 05 um
1167,2.7344,0.22999,2.0851,H3 Total,SAHA 05 um
1169,3.052,0.6562,0.97757,H3Kac,SAHA 05 um
1170,2.333,0.37874,1.0994,H3 Total,SAHA 05 um
1171,1.8364,1.3685,1.2855,H3 Total,SAHA 05 um
1172,2.9198,0.24634,0.77153,H3Kac,SAHA 05 um
1177,2.0321,0.41399,2.1871,H3 Total,SAHA 05 um
1182,1.2761,0.20709,1.5793,H3 Total,SAHA 05 um
1184,1.4267,0.2115,0.9045,H3Kac,SAHA 05 um
1189,1.6406,0.13133,0.76165,H3Kac,SAHA 05 um
1190,2.6925,0.53729,1.8637,H3 Total,SAHA 05 um
1193,2.623,0.16877,0.7482,H3Kac,SAHA 05 um
1194,2.5734,0.22335,2.1609,H3 Total,SAHA 05 um
1196,3.3882,1.0916,0.61939,H3Kac,SAHA 05 um
1197,2.907,0.32369,0.79601,H3Kac,SAHA 05 um
1198,1.7775,0.18377,1.1616,H3 Total,SAHA 05 um
1199,1.6747,0.49238,1.3097,H3 Total,SAHA 05 um
1202,3.5923,1.2435,1.5399,H3 Total,SAHA 05 um
1203,1.0644,0.91942,1.2555,H3 Total,SAHA 05 um
1205,0.32168,1.3007,2.8456,H3 Total,SAHA 05 um
1206,3.654,1.7352,0.70553,H3Kac,SAHA 05 um
1208,1.0412,0.21427,1.1744,H3 Total,SAHA 05 um
1211,2.4369,0.72155,1.4791,H3 Total,SAHA 05 um
1212,2.901,0.37424,1.5256,H3 Total,SAHA 05 um
1214,1.4541,0.28792,1.4103,H3 Total,SAHA 05 um
1216,2.033,0.25687,2.2911,H3 Total,SAHA 05 um
1217,3.3901,0.57687,1.8175,H3 Total,SAHA 05 um
1219,3.9134,0.25073,1.218,H3 Total,SAHA 05 um
1222,3.0321,0.2675,2.0949,H3 Total,SAHA 05 um
1223,2.0089,0.39059,2.5967,H3 Total,SAHA 05 um
1227,0.065927,0.60475,1.6651,H3 Total,SAHA 05 um
1228,1.0925,0.74553,0.37464,H3Kac,SAHA 05 um
1232,1.3805,0.66409,1.8861,H3 Total,SAHA 05 um
1233,2.6396,0.44758,1.3297,H3 Total,SAHA 05 um
1234,1.4562,0.31518,3.38,H3 Total,SAHA 05 um
1235,2.2721,0.35649,3.5058,H3 Total,SAHA 05 um
1236,2.6753,0.3299,1.0977,H3 Total,SAHA 05 um
1237,1.1786,0.31993,1.1355,H3 Total,SAHA 05 um
1238,0.92442,0.52831,0.87987,H3Kac,SAHA 05 um
1239,2.7263,0.34601,1.5574,H3 Total,SAHA 05 um
1240,2.6134,0.37661,0.98913,H3Kac,SAHA 05 um
1241,0.80818,0.32203,3.2699,H3 Total,SAHA 05 um
1242,3.1568,0.76699,1.5537,H3 Total,SAHA 05 um
1243,3.2279,0.34044,1.4616,H3 Total,SAHA 05 um
1244,2.0874,0.82149,0.17668,H3Kac,SAHA 05 um
1245,0.644,1.6975,1.7415,H3 Total,SAHA 05 um
1246,3.1818,0.56225,2.2846,H3 Total,SAHA 05 um
1250,2.431,0.33084,1.596,H3 Total,SAHA 05 um
1254,2.9264,0.43447,3.2189,H3 Total,SAHA 05 um
1257,1.2784,0.147,0.74322,H3Kac,SAHA 05 um
1258,1.4744,0.24918,1.6623,H3 Total,SAHA 05 um
1259,3.6478,0.24702,1.3203,H3 Total,SAHA 05 um
1260,3.1264,0.50364,1.8613,H3 Total,SAHA 05 um
1262,3.3704,0.44852,1.3528,H3 Total,SAHA 05 um
1263,1.7647,0.41542,1.6222,H3 Total,SAHA 05 um
1264,2.9221,0.74535,1.3335,H3 Total,SAHA 05 um
1266,1.8927,0.50633,2.6497,H3 Total,SAHA 05 um
1267,1.9915,0.23114,2.3265,H3 Total,SAHA 05 um
1268,2.828,2.0127,0.84769,H3Kac,SAHA 05 um
1269,3.4288,0.41113,2.5236,H3 Total,SAHA 05 um
1270,2.4052,0.22724,1.3955,H3 Total,SAHA 05 um
1272,2.7125,0.42564,1.5499,H3 Total,SAHA 05 um
1274,1.2357,0.19888,1.5599,H3 Total,SAHA 05 um
1275,2.5264,0.22126,1.1585,H3 Total,SAHA 05 um
1277,2.8738,0.1683,1.2705,H3 Total,SAHA 05 um
1278,3.326,1.3748,1.8199,H3 Total,SAHA 05 um
1279,2.7807,0.40176,1.8589,H3 Total,SAHA 05 um
1283,1.2377,0.10316,2.5938,H3 Total,SAHA 05 um
1284,1.0687,0.1994,1.4665,H3 Total,SAHA 05 um
1286,0.579,0.74393,1.3313,H3 Total,SAHA 05 um
1287,2.0126,0.25059,0.79909,H3Kac,SAHA 05 um
1288,2.9382,0.2032,1.3283,H3 Total,SAHA 05 um
1290,2.5369,0.39279,2.1001,H3 Total,SAHA 05 um
1292,2.0565,0.23728,1.3407,H3 Total,SAHA 05 um
1293,2.2738,0.21931,1.1043,H3 Total,SAHA 05 um
1294,2.5612,0.26338,1.2587,H3 Total,SAHA 05 um
1297,2.6667,0.57621,1.0444,H3 Total,SAHA 05 um
1298,1.8504,0.20151,1.0343,H3 Total,SAHA 05 um
1300,2.7121,0.32896,1.2938,H3 Total,SAHA 05 um
1302,1.7414,0.2254,1.3608,H3 Total,SAHA 05 um
1303,1.8705,0.28432,1.4665,H3 Total,SAHA 05 um
1304,2.8011,0.61723,1.2103,H3 Total,SAHA 05 um
1306,1.744,0.58792,2.3066,H3 Total,SAHA 05 um
1307,1.6815,1.5127,1.3342,H3 Total,SAHA 05 um
1309,0.34923,0.85138,1.542,H3 Total,SAHA 05 um
1310,0.79852,0.31339,1.6736,H3 Total,SAHA 05 um
1312,0.047643,1.7814,3.6808,H3 Total,SAHA 05 um
1313,2.9314,0.44446,1.4624,H3 Total,SAHA 05 um
1314,1.4672,0.22633,1.2008,H3 Total,SAHA 05 um
1315,2.612,0.4239,1.6548,H3 Total,SAHA 05 um
1318,3.2717,0.22007,1.2717,H3 Total,SAHA 05 um
1320,0.98109,1.6273,2.1381,H3 Total,SAHA 05 um
1321,2.3465,0.29441,1.4027,H3 Total,SAHA 05 um
