event,H3K9ac,LD,Total H3,gate,treatment
5546,2.3863,1.5708,1.0114,H3 Total,SAHA 05 um
5549,1.7711,0.48354,2.8978,H3 Total,SAHA 05 um
5550,1.0711,1.3692,0.49033,H3Kac,SAHA 05 um
5552,3.6114,0.34145,1.2661,H3 Total,SAHA 05 um
5556,0.56523,0.52763,0.83514,H3Kac,SAHA 05 um
5557,0.51246,1.9854,2.9862,H3 Total,SAHA 05 um
5558,2.0654,1.1203,0.94979,H3Kac,SAHA 05 um
5559,2.3129,0.15143,0.96389,H3Kac,SAHA 05 um
5560,1.3375,0.17088,0.55839,H3Kac,SAHA 05 um
5563,3.3859,0.65815,3.7618,H3 Total,SAHA 05 um
5564,3.4795,0.375,1.1793,H3 Total,SAHA 05 um
5566,2.5165,0.23094,1.1448,H3 Total,SAHA 05 um
5567,3.2134,0.39797,1.47,H3 Total,SAHA 05 um
5568,1.9828,0.67941,2.1898,H3 Total,SAHA 05 um
5569,1.545,0.28397,1.1562,H3 Total,SAHA 05 um
5572,2.9851,0.36358,3.1094,H3 Total,SAHA 05 um
5579,0.70348,0.2837,1.2297,H3 Total,SAHA 05 um
5581,1.7497,0.27404,0.97293,H3Kac,SAHA 05 um
5582,0.66314,0.77208,1.0198,H3 Total,SAHA 05 um
5583,1.604,0.30584,1.4805,H3 Total,SAHA 05 um
5584,2.1266,0.37469,1.2982,H3 Total,SAHA 05 um
5585,0.75896,0.93191,0.45723,H3Kac,SAHA 05 um
5587,0.86413,0.27404,0.88743,H3Kac,SAHA 05 um
5590,1.6348,0.28176,1.6354,H3 Total,SAHA 05 um
5594,1.4354,0.19069,0.79685,H3Kac,SAHA 05 um
5596,1.6282,0.37079,1.8442,H3 Total,SAHA 05 um
5597,2.5164,0.4216,1.2505,H3 Total,SAHA 05 um
5599,2.5496,0.54179,1.2773,H3 Total,SAHA 05 um
5601,2.4493,0.62553,0.9998,H3Kac,SAHA 05 um
5602,2.2408,0.36187,3.077,H3 Total,SAHA 05 um
5605,2.8253,0.13608,0.74367,H3Kac,SAHA 05 um
5607,2.3105,0.28444,2.21,H3 Total,SAHA 05 um
5608,2.8032,0.28258,1.498,H3 Total,SAHA 05 um
5609,0.95194,1.192,0.51766,H3Kac,SAHA 05 um
5611,0.70199,0.24594,3.4054,H3 Total,SAHA 05 um
5612,0.96787,0.43736,1.1679,H3 Total,SAHA 05 um
5613,1.8739,0.33206,2.9402,H3 Total,SAHA 05 um
5616,1.2516,1.3978,3.2692,H3 Total,SAHA 05 um
5617,2.751,0.64343,1.1519,H3 Total,SAHA 05 um
5620,2.3526,0.29361,1.3664,H3 Total,SAHA 05 um
5623,0.065288,0.69305,1.1019,H3 Total,SAHA 05 um
5624,2.4237,0.67916,1.1837,H3 Total,SAHA 05 um
5625,1.4178,0.55732,2.2214,H3 Total,SAHA 05 um
5626,1.5451,0.67378,1.8422,H3 Total,SAHA 05 um
5627,3.402,0.91544,2.2381,H3 Total,SAHA 05 um
5628,1.4247,0.23477,1.7784,H3 Total,SAHA 05 um
5629,2.17,0.26618,1.6224,H3 Total,SAHA 05 um
5630,2.8613,1.0998,1.0265,H3 Total,SAHA 05 um
5632,2.8505,0.59419,1.9581,H3 Total,SAHA 05 um
5633,2.5852,0.25758,1.3054,H3 Total,SAHA 05 um
5634,2.2252,0.34883,0.76672,H3Kac,SAHA 05 um
5636,2.3407,1.8096,2.128,H3 Total,SAHA 05 um
5637,0.012671,0.88833,2.4475,H3 Total,SAHA 05 um
5638,0.53297,0.23123,3.1145,H3 Total,SAHA 05 um
5640,0.83631,0.19943,0.59749,H3Kac,SAHA 05 um
5641,2.9448,1.2258,3.2198,H3 Total,SAHA 05 um
5642,2.0469,0.24321,1.1173,H3 Total,SAHA 05 um
5644,2.5317,0.39909,1.6952,H3 Total,SAHA 05 um
5645,3.4217,0.29502,1.2418,H3 Total,SAHA 05 um
5646,2.199,0.39044,1.2647,H3 Total,SAHA 05 um
5647,2.0603,0.28616,1.2386,H3 Total,SAHA 05 um
5648,2.8684,0.32146,2.8868,H3 Total,SAHA 05 um
5649,1.0106,0.3326,1.6354,H3 Total,SAHA 05 um
5650,2.6713,0.35276,1.2767,H3 Total,SAHA 05 um
5651,3.4723,0.31755,0.9887,H3Kac,SAHA 05 um
5653,1.5671,0.4824,0.83697,H3Kac,SAHA 05 um
5656,1.9511,0.5429,1.0661,H3 Total,SAHA 05 um
5659,3.0089,0.30856,1.0146,H3 Total,SAHA 05 um
5660,2.6638,0.36299,1.9512,H3 Total,SAHA 05 um
5664,1.4586,0.25581,0.94554,H3Kac,SAHA 05 um
5665,1.5781,0.32821,0.89474,H3Kac,SAHA 05 um
5668,1.0211,0.16913,1.0655,H3 Total,SAHA 05 um
5670,2.0242,0.40456,1.5609,H3 Total,SAHA 05 um
5671,1.967,0.20205,1.1852,H3 Total,SAHA 05 um
5672,3.1152,0.52954,0.97768,H3Kac,SAHA 05 um
5673,2.5875,0.34559,3.9121,H3 Total,SAHA 05 um
5677,2.0963,0.38334,2.0372,H3 Total,SAHA 05 um
5678,1.6212,0.274,1.0797,H3 Total,SAHA 05 um
5679,3.3609,1.9887,1.7715,H3 Total,SAHA 05 um
5681,2.2333,0.27801,2.1168,H3 Total,SAHA 05 um
5683,2.0338,0.48562,2.7391,H3 Total,SAHA 05 um
5684,3.721,1.9192,3.2168,H3 Total,SAHA 05 um
5686,3.913,0.745,0.59681,H3Kac,SAHA 05 um
5687,2.134,0.29736,2.0199,H3 Total,SAHA 05 um
5688,2.4998,0.27596,1.0598,H3 Total,SAHA 05 um
5689,3.4321,0.70655,0.18644,H3Kac,SAHA 05 um
5690,2.238,0.22974,0.9704,H3Kac,SAHA 05 um
5691,1.2667,0.59569,1.2871,H3 Total,SAHA 05 um
5693,0.97098,0.69965,1.139,H3 Total,SAHA 05 um
5694,1.8541,0.24949,2.725,H3 Total,SAHA 05 um
5695,2.4864,0.32749,1.2216,H3 Total,SAHA 05 um
5697,1.5035,1.3197,2.5954,H3 Total,SAHA 05 um
5698,1.0641,1.6192,0.17045,H3Kac,SAHA 05 um
5699,2.3682,0.34007,0.46626,H3Kac,SAHA 05 um
5700,1.8024,1.5978,2.018,H3 Total,SAHA 05 um
5701,2.2486,1.4313,2.911,H3 Total,SAHA 05 um
5702,2.0747,0.40618,1.1571,H3 Total,SAHA 05 um
5703,3.0856,0.42559,2.3759,H3 Total,SAHA 05 um
5704,1.7639,0.64463,0.32515,H3Kac,SAHA 05 um
5706,2.3172,0.36309,1.333,H3 Total,SAHA 05 um
5707,3.2085,0.83313,1.3148,H3 Total,SAHA 05 um
5709,3.0069,0.27717,1.344,H3 Total,SAHA 05 um
5710,2.2715,1.007,1.7672,H3 Total,SAHA 05 um
5711,2.9123,0.35352,1.9742,H3 Total,SAHA 05 um
5712,2.6262,0.29879,1.2274,H3 Total,SAHA 05 um
5713,1.5094,1.1755,0.67468,H3Kac,SAHA 05 um
5714,2.6164,0.28627,1.1897,H3 Total,SAHA 05 um
5715,2.7364,0.2641,1.3022,H3 Total,SAHA 05 um
5716,3.1503,1.7862,2.3619,H3 Total,SAHA 05 um
5717,1.9602,0.34545,3.1785,H3 Total,SAHA 05 um
5718,3.2972,1.1326,1.8252,H3 Total,SAHA 05 um
5719,0.93462,0.4749,1.502,H3 Total,SAHA 05 um
5720,2.2484,0.48272,3.3556,H3 Total,SAHA 05 um
5721,2.4699,1.5121,1.8633,H3 Total,SAHA 05 um
5722,2.453,0.77317,1.6157,H3 Total,SAHA 05 um
5726,3.1139,1.396,2.626,H3 Total,SAHA 05 um
5727,1.2231,1.5127,1.4413,H3 Total,SAHA 05 um
5729,1.3735,0.542,0.59411,H3Kac,SAHA 05 um
5730,1.2589,0.23945,1.7148,H3 Total,SAHA 05 um
5731,2.2072,0.29477,1.0316,H3 Total,SAHA 05 um
5732,1.0309,0.62483,1.0734,H3 Total,SAHA 05 um
5733,2.4707,0.40726,1.0091,H3Kac,SAHA 05 um
5734,1.956,0.32603,1.5373,H3 Total,SAHA 05 um
5737,0.08468,1.6925,1.1674,H3 Total,SAHA 05 um
5738,1.092,0.10288,0.24723,H3Kac,SAHA 05 um
5739,2.259,0.24665,1.5451,H3 Total,SAHA 05 um
5741,2.6337,0.2746,1.3352,H3 Total,SAHA 05 um
5745,2.8405,1.2036,2.1898,H3 Total,SAHA 05 um
5746,1.9309,0.73457,1.6924,H3 Total,SAHA 05 um
5748,3.0635,0.25256,2.3965,H3 Total,SAHA 05 um
5750,3.4861,1.1268,1.6847,H3 Total,SAHA 05 um
5752,3.4936,0.26323,1.2402,H3 Total,SAHA 05 um
5753,3.7235,0.56375,1.1949,H3 Total,SAHA 05 um
5754,1.3315,1.1661,0.54786,H3Kac,SAHA 05 um
5756,0.64682,0.29241,1.5009,H3 Total,SAHA 05 um
5757,0.26799,0.50149,2.0835,H3 Total,SAHA 05 um
5759,3.9131,0.74981,0.86801,H3Kac,SAHA 05 um
5764,2.8968,0.55882,0.74981,H3Kac,SAHA 05 um
5765,1.4916,0.1696,0.60703,H3Kac,SAHA 05 um
5766,2.5108,0.22913,1.117,H3 Total,SAHA 05 um
5768,3.5738,0.46718,1.0373,H3 Total,SAHA 05 um
5769,1.6949,0.29797,2.5249,H3 Total,SAHA 05 um
5770,2.1779,0.28584,2.1005,H3 Total,SAHA 05 um
5771,3.0884,0.28351,1.1963,H3 Total,SAHA 05 um
5772,1.2148,0.19234,0.88743,H3Kac,SAHA 05 um
5774,2.4988,0.63447,1.7136,H3 Total,SAHA 05 um
5776,1.6927,0.20467,1.2125,H3 Total,SAHA 05 um
5777,1.1594,0.33138,2.0584,H3 Total,SAHA 05 um
5779,2.2387,0.28107,2.1731,H3 Total,SAHA 05 um
5780,0.89886,0.30843,0.97916,H3Kac,SAHA 05 um
5783,2.7299,0.19855,0.92125,H3Kac,SAHA 05 um
5784,2.4319,0.4044,2.7583,H3 Total,SAHA 05 um
5785,1.3499,1.6536,0.16563,H3Kac,SAHA 05 um
5787,2.2766,0.22926,1.0724,H3 Total,SAHA 05 um
5791,2.6369,0.2763,1.504,H3 Total,SAHA 05 um
5792,1.58,0.96704,0.7403,H3Kac,SAHA 05 um
5793,2.3708,0.22752,0.82644,H3Kac,SAHA 05 um
5795,1.9612,0.30347,1.6987,H3 Total,SAHA 05 um
5797,1.0248,0.35939,1.8415,H3 Total,SAHA 05 um
5799,3.9133,0.6605,1.1554,H3 Total,SAHA 05 um
5800,2.246,0.30442,1.9758,H3 Total,SAHA 05 um
5801,2.7236,0.23545,1.426,H3 Total,SAHA 05 um
5803,2.4143,0.70246,2.1023,H3 Total,SAHA 05 um
5805,3.2046,0.38396,2.8372,H3 Total,SAHA 05 um
5806,0.58187,0.64983,1.093,H3 Total,SAHA 05 um
5807,3.5356,0.56454,0.97926,H3Kac,SAHA 05 um
5808,3.4369,0.70861,1.2021,H3 Total,SAHA 05 um
5809,1.8495,0.24914,1.071,H3 Total,SAHA 05 um
5810,2.9659,0.31578,0.39845,H3Kac,SAHA 05 um
5811,2.3729,1.6674,1.6885,H3 Total,SAHA 05 um
5812,2.4293,0.32475,0.95385,H3Kac,SAHA 05 um
5817,1.13,0.29329,0.91494,H3Kac,SAHA 05 um
5818,1.5981,1.0356,1.577,H3 Total,SAHA 05 um
5819,3.2287,0.20481,2.5,H3 Total,SAHA 05 um
5821,3.0111,0.41212,1.4395,H3 Total,SAHA 05 um
5823,1.5164,0.25017,3.1764,H3 Total,SAHA 05 um
5824,1.1886,0.32896,1.2303,H3 Total,SAHA 05 um
5828,0.090257,1.4884,1.6803,H3 Total,SAHA 05 um
5829,0.019811,1.3937,2.2898,H3 Total,SAHA 05 um
5830,1.774,0.22743,1.2317,H3 Total,SAHA 05 um
5831,1.3382,0.25864,2.7605,H3 Total,SAHA 05 um
5833,2.8679,0.25361,1.3104,H3 Total,SAHA 05 um
5837,2.1739,0.17599,0.71213,H3Kac,SAHA 05 um
5840,2.6006,0.24207,1.2215,H3 Total,SAHA 05 um
5844,0.015064,1.4621,2.2218,H3 Total,SAHA 05 um
5846,0.68511,0.28096,1.0953,H3 Total,SAHA 05 um
5849,2.0396,0.26197,1.1234,H3 Total,SAHA 05 um
5850,3.1895,0.30814,1.8653,H3 Total,SAHA 05 um
5851,2.8212,0.3113,0.81334,H3Kac,SAHA 05 um
5852,1.892,0.20286,1.1946,H3 Total,SAHA 05 um
5859,1.3142,1.3514,0.54786,H3Kac,SAHA 05 um
5861,1.6033,0.28165,1.0038,H3Kac,SAHA 05 um
5862,2.3231,0.65233,1.5276,H3 Total,SAHA 05 um
5864,0.0048539,0.10258,2.6966,H3 Total,SAHA 05 um
5865,3.0172,0.69389,1.8958,H3 Total,SAHA 05 um
5866,1.5552,0.3229,1.2906,H3 Total,SAHA 05 um
5867,2.7628,0.26046,1.5832,H3 Total,SAHA 05 um
5870,1.6698,0.25631,1.632,H3 Total,SAHA 05 um
5871,2.5778,0.28651,1.8374,H3 Total,SAHA 05 um
5872,1.3701,0.25971,2.7052,H3 Total,SAHA 05 um
5873,1.6454,0.37905,2.0798,H3 Total,SAHA 05 um
5875,2.0272,0.23028,0.92115,H3Kac,SAHA 05 um
5878,2.0564,0.24124,1.4586,H3 Total,SAHA 05 um
5881,0.98519,0.26971,1.493,H3 Total,SAHA 05 um
5883,0.84017,0.25758,0.96106,H3Kac,SAHA 05 um
5885,3.0424,0.42576,1.7262,H3 Total,SAHA 05 um
5886,2.3291,0.22215,0.90935,H3Kac,SAHA 05 um
5887,2.0666,0.19087,0.93006,H3Kac,SAHA 05 um
5889,2.5032,0.35324,1.1455,H3 Total,SAHA 05 um
5890,2.0201,1.0586,1.3959,H3 Total,SAHA 05 um
5891,2.2841,0.21027,1.7871,H3 Total,SAHA 05 um
5893,2.2696,0.62125,2.8515,H3 Total,SAHA 05 um
5894,2.4742,1.3282,1.8554,H3 Total,SAHA 05 um
5896,2.5468,0.19513,1.3671,H3 Total,SAHA 05 um
5897,1.0462,0.27653,3.0556,H3 Total,SAHA 05 um
5899,0.94842,0.19448,1.9219,H3 Total,SAHA 05 um
5901,0.022055,1.29,2.8357,H3 Total,SAHA 05 um
5903,3.213,0.24723,0.9818,H3Kac,SAHA 05 um
5906,0.71668,0.80967,1.1433,H3 Total,SAHA 05 um
5907,1.9588,1.816,1.4726,H3 Total,SAHA 05 um
5911,2.7743,0.8292,1.6498,H3 Total,SAHA 05 um
5913,2.1418,1.7802,2.1247,H3 Total,SAHA 05 um
5914,2.3753,0.4824,1.1034,H3 Total,SAHA 05 um
5915,2.2143,0.21699,0.66834,H3Kac,SAHA 05 um
5916,2.6681,0.45155,2.5154,H3 Total,SAHA 05 um
5917,2.9398,0.30368,3.1233,H3 Total,SAHA 05 um
5918,1.735,0.29002,1.1139,H3 Total,SAHA 05 um
5919,3.2741,1.3751,1.09,H3 Total,SAHA 05 um
5920,2.2125,0.57826,0.68641,H3Kac,SAHA 05 um
5921,2.231,0.20606,2.764,H3 Total,SAHA 05 um
5923,1.5867,0.26856,1.377,H3 Total,SAHA 05 um
5924,1.641,0.27317,2.2886,H3 Total,SAHA 05 um
5925,2.3872,0.3477,1.4219,H3 Total,SAHA 05 um
5926,1.7494,1.0608,2.7768,H3 Total,SAHA 05 um
5929,3.5234,1.0153,1.2621,H3 Total,SAHA 05 um
5930,1.8835,0.64327,1.9976,H3 Total,SAHA 05 um
5931,1.2442,1.5728,0.25719,H3Kac,SAHA 05 um
5932,3.3817,0.30169,1.4858,H3 Total,SAHA 05 um
5933,3.2934,0.97546,0.97704,H3Kac,SAHA 05 um
5934,2.8413,0.45633,2.7508,H3 Total,SAHA 05 um
5936,2.7113,2.0246,3.0438,H3 Total,SAHA 05 um
5940,1.6987,0.24401,1.2798,H3 Total,SAHA 05 um
5941,2.8675,0.29635,1.3186,H3 Total,SAHA 05 um
5944,2.5189,0.91037,2.784,H3 Total,SAHA 05 um
5948,2.7887,1.8866,3.4209,H3 Total,SAHA 05 um
5951,2.224,0.69254,2.1206,H3 Total,SAHA 05 um
5952,1.6293,0.27603,2.4845,H3 Total,SAHA 05 um
5953,3.1718,1.3755,2.5346,H3 Total,SAHA 05 um
5954,3.354,1.0252,1.9215,H3 Total,SAHA 05 um
5955,3.302,0.66974,0.79983,H3Kac,SAHA 05 um
5959,2.4975,0.23085,1.5479,H3 Total,SAHA 05 um
5960,1.1392,0.93325,0.21238,H3Kac,SAHA 05 um
5963,1.3974,0.40096,1.382,H3 Total,SAHA 05 um
5964,2.7366,0.17383,0.97757,H3Kac,SAHA 05 um
5965,2.488,0.33668,1.3906,H3 Total,SAHA 05 um
5966,2.7791,0.48957,0.75562,H3Kac,SAHA 05 um
5967,0.025292,0.19026,2.7513,H3 Total,SAHA 05 um
5968,3.6532,0.24472,1.0474,H3 Total,SAHA 05 um
5970,2.3285,0.46976,2.047,H3 Total,SAHA 05 um
5971,2.8799,0.41992,0.98838,H3Kac,SAHA 05 um
5972,0.28811,0.27291,2.196,H3 Total,SAHA 05 um
5973,3.0629,0.3198,1.616,H3 Total,SAHA 05 um
5975,2.7144,1.9787,1.3127,H3 Total,SAHA 05 um
5976,1.7059,0.28899,3.3557,H3 Total,SAHA 05 um
5977,2.0707,0.84015,0.18931,H3Kac,SAHA 05 um
5978,1.8506,0.44136,2.2402,H3 Total,SAHA 05 um
5979,2.0835,0.33952,1.0262,H3 Total,SAHA 05 um
5981,2.7994,0.45705,1.4869,H3 Total,SAHA 05 um
5982,2.4981,0.41758,2.0746,H3 Total,SAHA 05 um
5985,1.2199,1.3371,0.45525,H3Kac,SAHA 05 um
5986,1.8732,0.29854,2.4587,H3 Total,SAHA 05 um
5987,0.56213,0.095696,0.10011,H3Kac,SAHA 05 um
5988,2.7604,0.23438,1.8531,H3 Total,SAHA 05 um
5991,2.1356,0.28907,1.5028,H3 Total,SAHA 05 um
5992,2.6643,0.28258,0.91067,H3Kac,SAHA 05 um
5993,2.9574,0.32709,1.4313,H3 Total,SAHA 05 um
5994,2.3573,0.38226,0.96882,H3Kac,SAHA 05 um
5996,1.3735,1.441,1.7431,H3 Total,SAHA 05 um
5998,1.5408,0.30932,1.3601,H3 Total,SAHA 05 um
5999,1.7108,0.297,3.4024,H3 Total,SAHA 05 um
6001,2.6073,0.23718,0.95823,H3Kac,SAHA 05 um
6002,0.38954,1.6287,3.259,H3 Total,SAHA 05 um
6003,3.6692,0.79026,0.39909,H3Kac,SAHA 05 um
6004,2.6959,0.3295,1.2654,H3 Total,SAHA 05 um
6005,2.7222,0.3212,3.2768,H3 Total,SAHA 05 um
6007,1.7449,0.24757,1.2092,H3 Total,SAHA 05 um
6009,3.6861,0.2858,1.1374,H3 Total,SAHA 05 um
6012,2.0495,0.42244,1.6802,H3 Total,SAHA 05 um
6013,3.9131,0.98722,2.3552,H3 Total,SAHA 05 um
6014,1.1788,0.76808,0.47341,H3Kac,SAHA 05 um
6016,1.6493,0.31707,1.0728,H3 Total,SAHA 05 um
6017,3.0186,0.38514,1.2109,H3 Total,SAHA 05 um
6018,1.1079,0.23928,1.3016,H3 Total,SAHA 05 um
6020,3.27,0.28557,1.938,H3 Total,SAHA 05 um
6021,3.0985,0.16858,1.1109,H3 Total,SAHA 05 um
6022,3.5395,0.41113,1.8159,H3 Total,SAHA 05 um
6024,1.5853,0.56974,0.32696,H3Kac,SAHA 05 um
6026,1.5406,0.76373,0.3646,H3Kac,SAHA 05 um
6027,0.35005,0.3884,3.1503,H3 Total,SAHA 05 um
6028,1.7664,0.36128,1.824,H3 Total,SAHA 05 um
6032,1.6898,0.20388,1.1393,H3 Total,SAHA 05 um
6033,3.445,1.7952,1.3733,H3 Total,SAHA 05 um
6035,1.752,0.3448,1.8877,H3 Total,SAHA 05 um
6037,2.6038,0.31211,2.0844,H3 Total,SAHA 05 um
6039,3.0702,0.29018,1.1065,H3 Total,SAHA 05 um
6041,2.3786,0.2298,1.369,H3 Total,SAHA 05 um
6042,1.0557,1.5024,1.7066,H3 Total,SAHA 05 um
6043,2.3971,0.31553,2.0453,H3 Total,SAHA 05 um
6044,2.5929,0.21943,1.0194,H3 Total,SAHA 05 um
6045,2.7306,0.36505,1.2659,H3 Total,SAHA 05 um
6048,0.83827,0.17866,1.097,H3 Total,SAHA 05 um
6052,1.1207,0.26476,2.0855,H3 Total,SAHA 05 um
6053,2.0831,0.30397,2.7622,H3 Total,SAHA 05 um
6054,1.7629,0.5277,1.2877,H3 Total,SAHA 05 um
6055,2.6005,0.48613,0.78472,H3Kac,SAHA 05 um
6057,2.593,0.71817,2.3487,H3 Total,SAHA 05 um
6058,2.3491,1.6498,3.9121,H3 Total,SAHA 05 um
6059,0.65596,0.25631,1.0994,H3 Total,SAHA 05 um
6060,3.2329,0.4362,1.9963,H3 Total,SAHA 05 um
6061,3.1005,0.21889,1.8563,H3 Total,SAHA 05 um
6062,1.4263,0.40337,1.9306,H3 Total,SAHA 05 um
6063,2.5046,0.20472,0.83697,H3Kac,SAHA 05 um
6064,3.9132,0.4141,1.8358,H3 Total,SAHA 05 um
6065,2.3882,0.33814,0.63282,H3Kac,SAHA 05 um
6066,2.2515,0.52418,2.5382,H3 Total,SAHA 05 um
6071,0.27985,1.7191,2.3602,H3 Total,SAHA 05 um
6072,1.0809,1.3033,0.41048,H3Kac,SAHA 05 um
6074,2.6084,0.72616,1.7019,H3 Total,SAHA 05 um
6075,2.7724,0.22705,0.76835,H3Kac,SAHA 05 um
6077,2.0049,0.17818,1.2663,H3 Total,SAHA 05 um
6080,2.0119,0.19279,0.7541,H3Kac,SAHA 05 um
6086,3.5843,0.69821,1.5033,H3 Total,SAHA 05 um
6089,1.6905,0.1849,0.791,H3Kac,SAHA 05 um
6090,1.6721,0.3836,1.5292,H3 Total,SAHA 05 um
6091,2.0824,0.29663,1.741,H3 Total,SAHA 05 um
6092,1.7936,0.34266,1.5285,H3 Total,SAHA 05 um
6093,2.9087,0.26487,1.2719,H3 Total,SAHA 05 um
6094,1.9845,0.24849,1.0047,H3Kac,SAHA 05 um
6095,3.2331,0.45066,1.3148,H3 Total,SAHA 05 um
6099,1.2956,0.20581,0.83745,H3Kac,SAHA 05 um
6102,2.2277,0.38303,3.0796,H3 Total,SAHA 05 um
6103,3.1397,0.34062,0.85752,H3Kac,SAHA 05 um
6104,1.3653,0.68407,0.39707,H3Kac,SAHA 05 um
6105,0.94534,0.18436,0.87146,H3Kac,SAHA 05 um
6106,2.5515,0.2219,0.98966,H3Kac,SAHA 05 um
6107,2.603,0.29518,1.0655,H3 Total,SAHA 05 um
6109,2.6915,1.4239,2.8063,H3 Total,SAHA 05 um
6111,2.2926,0.42757,2.6975,H3 Total,SAHA 05 um
6113,1.1825,0.36707,1.4053,H3 Total,SAHA 05 um
6115,1.8057,0.43562,1.8786,H3 Total,SAHA 05 um
6116,1.2469,0.21309,0.58267,H3Kac,SAHA 05 um
6117,3.8259,1.5908,2.1099,H3 Total,SAHA 05 um
6119,1.594,0.45328,1.2824,H3 Total,SAHA 05 um
6120,2.9524,0.40922,1.4198,H3 Total,SAHA 05 um
6121,2.5686,0.59501,1.7671,H3 Total,SAHA 05 um
6126,2.0943,0.29554,2.1173,H3 Total,SAHA 05 um
6129,2.3195,0.67766,2.3075,H3 Total,SAHA 05 um
6130,2.2004,1.4313,0.88037,H3Kac,SAHA 05 um
6131,2.3072,0.26673,1.1082,H3 Total,SAHA 05 um
6132,2.7388,0.23925,0.76102,H3Kac,SAHA 05 um
6133,1.5618,0.26651,1.2669,H3 Total,SAHA 05 um
6134,1.5042,0.84643,0.24217,H3Kac,SAHA 05 um
6135,2.9692,1.4548,2.207,H3 Total,SAHA 05 um
6136,2.2344,0.2154,0.94948,H3Kac,SAHA 05 um
6138,2.9897,0.19592,0.82834,H3Kac,SAHA 05 um
6143,1.5454,0.3172,1.5478,H3 Total,SAHA 05 um
6144,1.2986,0.18727,1.6763,H3 Total,SAHA 05 um
6145,0.026906,0.10042,1.5302,H3 Total,SAHA 05 um
6148,3.0122,0.38329,1.3944,H3 Total,SAHA 05 um
6150,2.9998,0.62889,1.1831,H3 Total,SAHA 05 um
6151,1.1459,0.31656,1.0606,H3 Total,SAHA 05 um
6153,0.94378,0.24567,1.1352,H3 Total,SAHA 05 um
6155,3.1767,0.39422,1.1717,H3 Total,SAHA 05 um
6157,2.6724,0.73686,1.0098,H3Kac,SAHA 05 um
6158,3.3358,0.36026,3.4557,H3 Total,SAHA 05 um
6160,0.66653,1.7257,0.29469,H3Kac,SAHA 05 um
6161,2.6763,0.22699,0.9967,H3Kac,SAHA 05 um
6162,1.1483,0.88713,0.42491,H3Kac,SAHA 05 um
6165,1.0552,0.44705,3.9065,H3 Total,SAHA 05 um
6167,1.4009,0.26479,2.0423,H3 Total,SAHA 05 um
6169,1.6693,0.21636,0.9887,H3Kac,SAHA 05 um
6171,2.7087,0.39973,3.8061,H3 Total,SAHA 05 um
6173,2.8929,0.5487,1.0827,H3 Total,SAHA 05 um
6174,2.1077,0.19709,1.1671,H3 Total,SAHA 05 um
6175,3.5227,0.44994,2.0693,H3 Total,SAHA 05 um
6176,0.27341,1.7344,2.1737,H3 Total,SAHA 05 um
6177,3.8021,1.1176,1.3768,H3 Total,SAHA 05 um
6178,3.002,1.3407,3.9121,H3 Total,SAHA 05 um
6179,3.1019,0.3229,1.5976,H3 Total,SAHA 05 um
6181,3.4901,0.57995,2.8125,H3 Total,SAHA 05 um
6182,3.5032,0.21567,1.5906,H3 Total,SAHA 05 um
6184,2.5748,0.87531,1.6928,H3 Total,SAHA 05 um
6185,1.9764,1.8052,1.1705,H3 Total,SAHA 05 um
6190,3.2569,0.55626,0.90359,H3Kac,SAHA 05 um
6191,1.7536,0.16059,1.1668,H3 Total,SAHA 05 um
6192,1.055,0.31617,1.4358,H3 Total,SAHA 05 um
6193,2.7887,0.29663,1.1054,H3 Total,SAHA 05 um
6194,2.4049,0.40586,1.0252,H3 Total,SAHA 05 um
6195,3.2419,1.396,1.5841,H3 Total,SAHA 05 um
6196,1.1815,0.13562,1.037,H3 Total,SAHA 05 um
6197,1.5465,0.85654,0.15472,H3Kac,SAHA 05 um
6198,2.4046,1.0864,1.699,H3 Total,SAHA 05 um
6200,1.8991,0.22847,2.5722,H3 Total,SAHA 05 um
6202,2.8773,0.33764,1.0974,H3 Total,SAHA 05 um
6203,3.0248,0.28875,1.1138,H3 Total,SAHA 05 um
6204,2.1571,0.16955,1.4007,H3 Total,SAHA 05 um
6205,0.76923,0.21546,1.7926,H3 Total,SAHA 05 um
6206,3.1272,0.61476,1.7328,H3 Total,SAHA 05 um
6207,3.8203,1.0221,2.9743,H3 Total,SAHA 05 um
6212,0.52024,0.42042,1.3705,H3 Total,SAHA 05 um
6213,0.84486,0.24949,1.0382,H3 Total,SAHA 05 um
6215,3.1455,0.49033,1.321,H3 Total,SAHA 05 um
6216,3.9131,0.36167,1.6142,H3 Total,SAHA 05 um
6217,3.5733,0.25277,1.1824,H3 Total,SAHA 05 um
6218,1.2422,0.23767,1.0205,H3 Total,SAHA 05 um
6219,2.3827,0.32343,1.3681,H3 Total,SAHA 05 um
6220,1.655,1.4797,2.7661,H3 Total,SAHA 05 um
6221,2.8338,0.22123,1.1345,H3 Total,SAHA 05 um
6223,1.9282,0.78113,1.7589,H3 Total,SAHA 05 um
6224,2.102,0.44917,2.5928,H3 Total,SAHA 05 um
6225,2.2055,0.24513,0.90723,H3Kac,SAHA 05 um
6226,2.4801,0.38313,2.0086,H3 Total,SAHA 05 um
6227,2.3908,0.18683,1.2594,H3 Total,SAHA 05 um
6228,2.1095,1.2987,2.571,H3 Total,SAHA 05 um
6229,2.817,0.55796,1.95,H3 Total,SAHA 05 um
6233,2.5206,0.27698,2.8301,H3 Total,SAHA 05 um
