event,mfi,gate,OmiqFileIndex,genotype,feature
7871,0.634,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
7884,0.427,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
7902,0.51853,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
7933,0.4954,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
7977,0.57555,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
7985,0.84024,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8000,0.86761,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8012,0.38073,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8039,0.55124,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8046,0.5081,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8059,0.91087,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8079,0.52852,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8089,0.4918,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8107,0.45952,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8133,0.59097,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8168,0.74509,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8182,0.83918,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8200,0.73123,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8216,1.0611,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8238,0.40922,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8250,0.46915,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8255,0.81533,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8303,0.49579,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8329,0.40982,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8342,0.4888,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8353,0.48265,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8364,0.69863,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8393,0.3817,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8404,0.48177,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8419,0.41316,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8429,1.0145,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8439,0.48209,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8447,0.64895,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8463,0.3759,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8480,0.60695,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8515,0.8293,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8521,0.45561,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8535,0.53681,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8558,0.49392,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8570,0.5688,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8574,0.369,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8597,0.72268,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8615,0.49001,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8625,0.86349,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8646,0.73369,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8654,0.55541,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8664,0.60894,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8687,0.42706,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8697,0.41283,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8734,0.53015,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8745,0.46182,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8757,0.48052,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8775,0.60141,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8798,0.45274,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8819,0.6977,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8845,0.79434,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8859,0.52323,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8880,0.62389,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8889,0.858,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8898,0.39216,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8916,0.55789,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8951,0.69322,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8957,0.4888,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8975,0.35105,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8986,0.47056,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
8999,0.37747,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9015,0.45179,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9021,0.37344,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9038,0.60285,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9065,0.77948,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9095,0.78132,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9106,0.51973,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9140,0.5787,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9153,0.91667,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9172,0.66752,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9181,0.61115,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9197,0.43979,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9212,0.66999,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9232,0.59045,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9251,0.45214,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9266,0.53111,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9281,0.65742,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9317,0.57104,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9334,0.48058,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9341,0.72799,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9355,0.48455,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9374,0.53193,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9405,0.56836,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9420,0.43788,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9424,0.51545,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9433,0.61769,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9439,0.46376,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9467,0.69019,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9483,0.64041,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9519,0.50567,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9553,0.5591,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9588,0.62195,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9607,0.47989,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9623,0.59546,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9662,0.74234,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9677,0.81401,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9689,0.46626,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9695,0.50155,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9722,0.45705,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9742,0.47471,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9769,0.52546,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9787,0.7403,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9811,0.52831,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9824,0.53515,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9835,0.8361,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9849,0.394,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9852,0.5511,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9859,0.76763,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9878,0.54555,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9903,1.004,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9911,0.46273,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9929,0.38365,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9943,0.39872,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
9994,0.57826,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10000,0.98318,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10016,0.45101,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10070,0.61369,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10092,0.52175,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10105,0.69965,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10119,0.48746,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10134,1.7778,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10168,0.7135,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10201,0.99126,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10221,0.5918,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10242,0.38324,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10263,0.86251,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10274,0.64598,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10299,0.54367,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10322,0.6537,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10333,0.91524,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10375,0.92719,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10392,0.85439,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10399,0.46884,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10415,0.95042,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10423,1.6116,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10433,0.92371,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10445,0.35347,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10452,0.71773,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10478,0.7482,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10494,0.57271,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10576,1.014,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10591,0.56046,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10634,0.55215,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10673,0.82567,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10715,0.73299,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10749,0.5411,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10761,0.56189,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10787,0.50988,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10804,0.63668,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10836,0.84866,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10847,0.59509,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10879,0.43892,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10958,0.375,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10971,0.80648,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
10993,0.51599,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11011,0.61046,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11040,0.51933,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11063,0.78113,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11067,0.59209,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11076,0.59127,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11096,0.51186,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11107,0.81874,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11138,0.51973,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11154,0.37762,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11169,0.46303,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11201,0.80911,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11224,0.49315,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11232,0.60315,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11240,0.48096,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11280,0.44335,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11294,0.53943,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11313,0.9049,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11351,0.51532,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11401,0.46633,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11420,0.81202,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11432,0.47545,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11455,0.45363,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11462,0.47372,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11493,0.53084,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11502,1.5458,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11515,0.48588,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11526,0.43764,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11543,0.56656,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11564,0.44534,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11575,0.61276,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11592,0.60429,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11610,0.65588,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11632,0.87353,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11647,0.46939,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11662,0.60088,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11678,0.52148,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11715,1.0598,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11745,0.42238,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11761,0.45543,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11766,0.51953,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11805,0.83255,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11822,0.89394,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11839,0.48411,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11852,0.56175,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11868,0.57235,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11875,0.42003,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11890,0.54318,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11907,0.62881,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11920,0.71687,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11958,0.39564,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11979,0.71221,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
11993,0.99254,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12007,0.77345,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12027,0.51893,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12062,0.55364,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12129,0.39718,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12145,0.75931,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12164,1.1615,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12190,0.90057,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12205,0.5874,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12207,0.4437,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12215,0.6303,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12225,0.42525,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12250,0.37793,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12260,0.52567,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12275,0.32382,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12289,0.46236,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12297,0.53763,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12308,0.83918,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12311,0.59105,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12339,0.50718,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12355,0.5452,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12382,0.51893,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12408,0.38711,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12414,0.69558,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12440,0.55889,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12496,0.56836,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12503,1.0158,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12507,0.48064,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12519,0.84769,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12545,0.5634,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12552,0.45381,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12577,0.46688,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12597,0.99969,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12613,0.48284,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12626,0.48303,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12642,0.6285,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12646,0.75061,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12695,0.60194,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12707,0.47143,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12736,0.78178,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12744,0.47211,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12779,0.5909,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
12793,0.61138,H3,OICR_ipsc_KO DMSO H3+Me3_061.fcs,KMT2D10.4,H3K4me3
